fixture_id,date,odds_source,fetched_at_utc,home,away,home_norm,away_norm,bookmaker_count,odds_h,odds_d,odds_a,src_book_h,src_book_d,src_book_a
1379044,2025-10-18 14:00:00+0000,apifootball,2025-10-16 00:47:00,Manchester City,Everton,manchester city,everton,3,1.42,5.0,8.0,Betano,Unibet,Unibet
1379046,2025-10-18 14:00:00+0000,apifootball,2025-10-16 00:47:01,Sunderland,Wolves,sunderland,wolves,3,2.48,3.15,3.25,Unibet,Unibet,Betano
1390901,2025-10-18 14:15:00+0000,apifootball,2025-10-16 00:47:01,Barcelona,Girona,barcelona,girona,3,1.2,7.5,16.0,888Sport,Unibet,Betano
1379042,2025-10-18 16:30:00+0000,apifootball,2025-10-16 00:47:02,Fulham,Arsenal,fulham,arsenal,3,5.75,4.2,1.57,Unibet,Betano,Unibet
1388362,2025-10-18 16:30:00+0000,apifootball,2025-10-16 00:47:03,Bayern München,Borussia Dortmund,bayern münchen,borussia dortmund,3,1.35,6.0,8.0,Betano,Unibet,Betano
1390908,2025-10-18 16:30:00+0000,apifootball,2025-10-16 00:47:03,Villarreal,Real Betis,villarreal,real betis,3,1.93,3.65,3.95,Betano,Betano,Unibet
1390900,2025-10-18 19:00:00+0000,apifootball,2025-10-16 00:47:04,Atletico Madrid,Osasuna,atletico madrid,osasuna,3,1.39,4.7,9.5,Betano,Betano,Unibet
1390903,2025-10-19 12:00:00+0000,apifootball,2025-10-16 00:47:05,Elche,Athletic Club,elche,athletic,3,3.55,3.2,2.2,Betano,Unibet,Betano
1379047,2025-10-19 13:00:00+0000,apifootball,2025-10-16 00:47:05,Tottenham,Aston Villa,tottenham,aston villa,3,2.15,3.65,3.45,Betano,Unibet,Unibet
1388364,2025-10-19 13:30:00+0000,apifootball,2025-10-16 00:47:06,SC Freiburg,Eintracht Frankfurt,freiburg,eintracht frankfurt,3,2.57,3.8,2.65,Betano,Unibet,Betano
1390902,2025-10-19 14:15:00+0000,apifootball,2025-10-16 00:47:06,Celta Vigo,Real Sociedad,celta vigo,real sociedad,3,2.15,3.35,3.55,888Sport,Unibet,Unibet
1379043,2025-10-19 15:30:00+0000,apifootball,2025-10-16 00:47:07,Liverpool,Manchester United,liverpool,manchester united,3,1.62,4.5,5.1,Betano,Unibet,Unibet
1388368,2025-10-19 15:30:00+0000,apifootball,2025-10-16 00:47:08,FC St. Pauli,1899 Hoffenheim,st pauli,1899 hoffenheim,3,2.42,3.7,2.85,Betano,Unibet,Unibet
1390905,2025-10-19 16:30:00+0000,apifootball,2025-10-16 00:47:08,Levante,Rayo Vallecano,levante,rayo vallecano,3,2.85,3.5,2.55,Unibet,Betano,Unibet
1390904,2025-10-19 19:00:00+0000,apifootball,2025-10-16 00:47:09,Getafe,Real Madrid,getafe,real madrid,3,9.0,4.6,1.45,Unibet,Unibet,Betano
1379048,2025-10-20 19:00:00+0000,apifootball,2025-10-16 00:47:09,West Ham,Brentford,west ham,brentford,3,2.45,3.5,2.88,Betano,Unibet,Unibet
1390899,2025-10-20 19:00:00+0000,apifootball,2025-10-16 00:47:10,Alaves,Valencia,alaves,valencia,3,2.42,3.05,3.35,Betano,Unibet,Unibet
1388379,2025-10-24 18:30:00+0000,apifootball,2025-10-16 00:47:11,Werder Bremen,Union Berlin,werder bremen,union berlin,4,2.18,3.9,3.37,1xBet,Betfair,1xBet
1379055,2025-10-24 19:00:00+0000,apifootball,2025-10-16 00:47:11,Leeds,West Ham,leeds,west ham,1,2.22,3.55,3.15,Betano,Betano,Betano
1388371,2025-10-25 13:30:00+0000,apifootball,2025-10-16 00:47:56,FC Augsburg,RB Leipzig,augsburg,rb leipzig,4,3.58,3.74,2.13,1xBet,1xBet,1xBet
1388373,2025-10-25 13:30:00+0000,apifootball,2025-10-16 00:47:57,Borussia Mönchengladbach,Bayern München,borussia mönchengladbach,bayern münchen,3,15.0,8.75,1.22,Bet365,1xBet,Bet365
1388375,2025-10-25 13:30:00+0000,apifootball,2025-10-16 00:47:58,Eintracht Frankfurt,FC St. Pauli,eintracht frankfurt,st pauli,4,1.8,4.16,4.75,1xBet,1xBet,Bet365
1388376,2025-10-25 13:30:00+0000,apifootball,2025-10-16 00:47:58,Hamburger SV,VfL Wolfsburg,hamburger sv,vfl wolfsburg,4,2.95,3.64,2.49,1xBet,1xBet,1xBet
1388377,2025-10-25 13:30:00+0000,apifootball,2025-10-16 00:47:59,1899 Hoffenheim,1. FC Heidenheim,1899 hoffenheim,1 heidenheim,3,1.82,4.0,4.75,1xBet,1xBet,Bet365
1379053,2025-10-25 14:00:00+0000,apifootball,2025-10-16 00:47:59,Chelsea,Sunderland,chelsea,sunderland,4,1.58,4.75,5.9,1xBet,Bet365,10Bet
1379057,2025-10-25 14:00:00+0000,apifootball,2025-10-16 00:48:00,Newcastle,Fulham,newcastle,fulham,4,1.72,4.04,5.32,1xBet,1xBet,1xBet
1379056,2025-10-25 16:30:00+0000,apifootball,2025-10-16 00:48:23,Manchester United,Brighton,manchester united,brighton,4,2.16,3.68,3.58,1xBet,1xBet,1xBet
1388374,2025-10-25 16:30:00+0000,apifootball,2025-10-16 00:48:24,Borussia Dortmund,1.FC Köln,borussia dortmund,1 köln,4,1.55,4.84,6.5,1xBet,1xBet,Bet365
1379052,2025-10-25 19:00:00+0000,apifootball,2025-10-16 00:48:46,Brentford,Liverpool,brentford,liverpool,4,5.16,4.96,1.61,1xBet,1xBet,1xBet
1388372,2025-10-26 14:30:00+0000,apifootball,2025-10-16 00:50:52,Bayer Leverkusen,SC Freiburg,bayer leverkusen,freiburg,4,1.71,4.3,5.25,1xBet,1xBet,Bet365
