fixture_id,date,odds_source,fetched_at_utc,home,away,home_norm,away_norm,bookmaker_count,ou_line,ou_over,ou_under
1379055,2025-10-24 19:00:00+0000,apifootball,2025-10-17 21:41:37,Leeds,West Ham,leeds,west ham,5,2.5,2.07,1.88
1390917,2025-10-24 19:00:00+0000,apifootball,2025-10-17 21:41:37,Real Sociedad,Sevilla,real sociedad,sevilla,5,2.5,2.12,1.84
1390912,2025-10-25 12:00:00+0000,apifootball,2025-10-17 21:41:38,Girona,Oviedo,girona,oviedo,5,2.5,2.16,1.81
1388371,2025-10-25 13:30:00+0000,apifootball,2025-10-17 21:41:39,FC Augsburg,RB Leipzig,augsburg,rb leipzig,5,2.5,1.44,2.8
1388373,2025-10-25 13:30:00+0000,apifootball,2025-10-17 21:41:39,Borussia Mönchengladbach,Bayern München,borussia mönchengladbach,bayern münchen,5,2.5,1.25,4.0
1388375,2025-10-25 13:30:00+0000,apifootball,2025-10-17 21:41:40,Eintracht Frankfurt,FC St. Pauli,eintracht frankfurt,st pauli,5,2.5,1.68,2.39
1388376,2025-10-25 13:30:00+0000,apifootball,2025-10-17 21:41:40,Hamburger SV,VfL Wolfsburg,hamburger sv,vfl wolfsburg,5,2.5,1.66,2.42
1388377,2025-10-25 13:30:00+0000,apifootball,2025-10-17 21:41:41,1899 Hoffenheim,1. FC Heidenheim,1899 hoffenheim,1 heidenheim,5,2.5,1.62,2.5
1379053,2025-10-25 14:00:00+0000,apifootball,2025-10-17 21:41:42,Chelsea,Sunderland,chelsea,sunderland,5,2.5,1.76,2.24
1379057,2025-10-25 14:00:00+0000,apifootball,2025-10-17 21:41:42,Newcastle,Fulham,newcastle,fulham,5,2.5,1.91,2.04
1390911,2025-10-25 14:15:00+0000,apifootball,2025-10-17 21:41:43,Espanyol,Elche,espanyol,elche,5,2.5,2.25,1.75
1379056,2025-10-25 16:30:00+0000,apifootball,2025-10-17 21:41:44,Manchester United,Brighton,manchester united,brighton,5,2.5,1.65,2.44
1388374,2025-10-25 16:30:00+0000,apifootball,2025-10-17 21:41:44,Borussia Dortmund,1.FC Köln,borussia dortmund,1 köln,5,2.5,1.51,2.75
1390909,2025-10-25 16:30:00+0000,apifootball,2025-10-17 21:41:45,Athletic Club,Getafe,athletic,getafe,5,2.5,2.75,1.5
1379052,2025-10-25 19:00:00+0000,apifootball,2025-10-17 21:41:46,Brentford,Liverpool,brentford,liverpool,5,2.5,1.5,2.62
1390918,2025-10-25 19:00:00+0000,apifootball,2025-10-17 21:41:46,Valencia,Villarreal,valencia,villarreal,5,2.5,1.96,1.98
1390913,2025-10-26 13:00:00+0000,apifootball,2025-10-17 21:41:47,Mallorca,Levante,mallorca,levante,5,2.5,2.27,1.74
1379049,2025-10-26 14:00:00+0000,apifootball,2025-10-17 21:41:47,Arsenal,Crystal Palace,arsenal,crystal palace,5,2.5,1.89,2.07
1379050,2025-10-26 14:00:00+0000,apifootball,2025-10-17 21:41:48,Aston Villa,Manchester City,aston villa,manchester city,5,2.5,1.73,2.29
1379051,2025-10-26 14:00:00+0000,apifootball,2025-10-17 21:41:49,Bournemouth,Nottingham Forest,bournemouth,nottingham forest,5,2.5,1.92,2.02
1379058,2025-10-26 14:00:00+0000,apifootball,2025-10-17 21:41:49,Wolves,Burnley,wolves,burnley,5,2.5,2.29,1.73
1388372,2025-10-26 14:30:00+0000,apifootball,2025-10-17 21:41:50,Bayer Leverkusen,SC Freiburg,bayer leverkusen,freiburg,5,2.5,1.85,2.11
1390916,2025-10-26 15:15:00+0000,apifootball,2025-10-17 21:41:51,Real Madrid,Barcelona,real madrid,barcelona,5,2.5,1.41,3.0
1379054,2025-10-26 16:30:00+0000,apifootball,2025-10-17 21:41:51,Everton,Tottenham,everton,tottenham,5,2.5,2.01,1.94
1388378,2025-10-26 16:30:00+0000,apifootball,2025-10-17 21:41:52,VfB Stuttgart,FSV Mainz 05,vfb stuttgart,fsv mainz 05,5,2.5,1.65,2.44
1390914,2025-10-26 17:30:00+0000,apifootball,2025-10-17 21:41:53,Osasuna,Celta Vigo,osasuna,celta vigo,5,2.5,2.22,1.77
1390915,2025-10-26 20:00:00+0000,apifootball,2025-10-17 21:41:53,Rayo Vallecano,Alaves,rayo vallecano,alaves,5,2.5,2.6,1.58
1390910,2025-10-27 20:00:00+0000,apifootball,2025-10-17 21:41:54,Real Betis,Atletico Madrid,real betis,atletico madrid,5,2.5,1.9,2.04
