fixture_id,date,odds_source,fetched_at_utc,home,away,home_norm,away_norm,bookmaker_count,odds_h,odds_d,odds_a,src_book_h,src_book_d,src_book_a
1379055,2025-10-24 19:00:00+0000,apifootball,2025-10-16 12:07:43,Leeds,West Ham,leeds,west ham,1,2.22,3.55,3.15,Betano,Betano,Betano
1388371,2025-10-25 13:30:00+0000,apifootball,2025-10-16 12:08:26,FC Augsburg,RB Leipzig,augsburg,rb leipzig,4,3.58,3.74,2.13,1xBet,1xBet,1xBet
1388373,2025-10-25 13:30:00+0000,apifootball,2025-10-16 12:08:27,Borussia Mönchengladbach,Bayern München,borussia mönchengladbach,bayern münchen,3,15.0,8.75,1.22,Bet365,1xBet,Bet365
1388375,2025-10-25 13:30:00+0000,apifootball,2025-10-16 12:08:27,Eintracht Frankfurt,FC St. Pauli,eintracht frankfurt,st pauli,4,1.8,4.16,4.75,1xBet,1xBet,Bet365
1388376,2025-10-25 13:30:00+0000,apifootball,2025-10-16 12:08:28,Hamburger SV,VfL Wolfsburg,hamburger sv,vfl wolfsburg,4,2.95,3.64,2.49,1xBet,1xBet,1xBet
1388377,2025-10-25 13:30:00+0000,apifootball,2025-10-16 12:08:28,1899 Hoffenheim,1. FC Heidenheim,1899 hoffenheim,1 heidenheim,3,1.82,4.0,4.75,1xBet,1xBet,Bet365
1379053,2025-10-25 14:00:00+0000,apifootball,2025-10-16 12:08:29,Chelsea,Sunderland,chelsea,sunderland,4,1.58,4.75,5.9,1xBet,Bet365,10Bet
1379057,2025-10-25 14:00:00+0000,apifootball,2025-10-16 12:08:29,Newcastle,Fulham,newcastle,fulham,4,1.72,4.04,5.32,1xBet,1xBet,1xBet
1379056,2025-10-25 16:30:00+0000,apifootball,2025-10-16 12:08:52,Manchester United,Brighton,manchester united,brighton,4,2.16,3.68,3.58,1xBet,1xBet,1xBet
1388374,2025-10-25 16:30:00+0000,apifootball,2025-10-16 12:08:52,Borussia Dortmund,1.FC Köln,borussia dortmund,1 köln,4,1.55,4.84,6.5,1xBet,1xBet,Bet365
1379052,2025-10-25 19:00:00+0000,apifootball,2025-10-16 12:09:14,Brentford,Liverpool,brentford,liverpool,4,5.16,4.96,1.61,1xBet,1xBet,1xBet
1388372,2025-10-26 14:30:00+0000,apifootball,2025-10-16 12:11:19,Bayer Leverkusen,SC Freiburg,bayer leverkusen,freiburg,4,1.71,4.3,5.25,1xBet,1xBet,Bet365
