fixture_id,date,odds_source,fetched_at_utc,home,away,home_norm,away_norm,bookmaker_count,ou_line,ou_over,ou_under
1379055,2025-10-24 19:00:00+0000,apifootball,2025-10-16 14:37:49,Leeds,West Ham,leeds,west ham,5,2.5,2.1,1.85
1388371,2025-10-25 13:30:00+0000,apifootball,2025-10-16 14:38:34,FC Augsburg,RB Leipzig,augsburg,rb leipzig,4,2.5,1.57,2.45
1388373,2025-10-25 13:30:00+0000,apifootball,2025-10-16 14:38:35,Borussia Mönchengladbach,Bayern München,borussia mönchengladbach,bayern münchen,3,2.5,1.25,4.0
1388375,2025-10-25 13:30:00+0000,apifootball,2025-10-16 14:38:35,Eintracht Frankfurt,FC St. Pauli,eintracht frankfurt,st pauli,4,2.5,1.44,2.88
1388376,2025-10-25 13:30:00+0000,apifootball,2025-10-16 14:38:36,Hamburger SV,VfL Wolfsburg,hamburger sv,vfl wolfsburg,4,2.5,1.8,2.18
1388377,2025-10-25 13:30:00+0000,apifootball,2025-10-16 14:38:37,1899 Hoffenheim,1. FC Heidenheim,1899 hoffenheim,1 heidenheim,3,2.5,1.67,2.41
1379053,2025-10-25 14:00:00+0000,apifootball,2025-10-16 14:38:37,Chelsea,Sunderland,chelsea,sunderland,4,2.5,1.67,2.4
1379057,2025-10-25 14:00:00+0000,apifootball,2025-10-16 14:38:38,Newcastle,Fulham,newcastle,fulham,4,2.5,1.87,2.08
1379056,2025-10-25 16:30:00+0000,apifootball,2025-10-16 14:39:01,Manchester United,Brighton,manchester united,brighton,4,2.5,1.73,2.28
1388374,2025-10-25 16:30:00+0000,apifootball,2025-10-16 14:39:01,Borussia Dortmund,1.FC Köln,borussia dortmund,1 köln,4,2.5,1.53,2.55
1379052,2025-10-25 19:00:00+0000,apifootball,2025-10-16 14:39:24,Brentford,Liverpool,brentford,liverpool,4,2.5,1.53,2.55
1388372,2025-10-26 14:30:00+0000,apifootball,2025-10-16 14:41:31,Bayer Leverkusen,SC Freiburg,bayer leverkusen,freiburg,4,2.5,1.5,2.62
