fixture_id,league_id,league_name,season,date,status_short,status_long,home_id,home,away_id,away,goals_home,goals_away,result,sport_key,home_norm,away_norm
1388568,78,Bundesliga,2025,2026-04-11 13:30:00+00:00,NS,Not Started,161,VfL Wolfsburg,169,Eintracht Frankfurt,,,,soccer_germany_bundesliga,vfl wolfsburg,eintracht frankfurt
1388564,78,Bundesliga,2025,2026-04-11 13:30:00+00:00,NS,Not Started,164,FSV Mainz 05,160,SC Freiburg,,,,soccer_germany_bundesliga,fsv mainz 05,freiburg
1388561,78,Bundesliga,2025,2026-04-11 13:30:00+00:00,NS,Not Started,165,Borussia Dortmund,168,Bayer Leverkusen,,,,soccer_germany_bundesliga,borussia dortmund,bayer leverkusen
1388560,78,Bundesliga,2025,2026-04-11 13:30:00+00:00,NS,Not Started,170,FC Augsburg,167,1899 Hoffenheim,,,,soccer_germany_bundesliga,augsburg,1899 hoffenheim
1388567,78,Bundesliga,2025,2026-04-11 13:30:00+00:00,NS,Not Started,172,VfB Stuttgart,175,Hamburger SV,,,,soccer_germany_bundesliga,vfb stuttgart,hamburger sv
1388565,78,Bundesliga,2025,2026-04-11 13:30:00+00:00,NS,Not Started,173,RB Leipzig,163,Borussia Mönchengladbach,,,,soccer_germany_bundesliga,rb leipzig,borussia mönchengladbach
1388563,78,Bundesliga,2025,2026-04-11 13:30:00+00:00,NS,Not Started,180,1. FC Heidenheim,182,Union Berlin,,,,soccer_germany_bundesliga,1 heidenheim,union berlin
1388566,78,Bundesliga,2025,2026-04-11 13:30:00+00:00,NS,Not Started,186,FC St. Pauli,157,Bayern München,,,,soccer_germany_bundesliga,st pauli,bayern münchen
1388562,78,Bundesliga,2025,2026-04-11 13:30:00+00:00,NS,Not Started,192,1.FC Köln,162,Werder Bremen,,,,soccer_germany_bundesliga,1 köln,werder bremen
1388570,78,Bundesliga,2025,2026-04-18 13:30:00+00:00,NS,Not Started,157,Bayern München,172,VfB Stuttgart,,,,soccer_germany_bundesliga,bayern münchen,vfb stuttgart
1388573,78,Bundesliga,2025,2026-04-18 13:30:00+00:00,NS,Not Started,160,SC Freiburg,180,1. FC Heidenheim,,,,soccer_germany_bundesliga,freiburg,1 heidenheim
1388577,78,Bundesliga,2025,2026-04-18 13:30:00+00:00,NS,Not Started,162,Werder Bremen,175,Hamburger SV,,,,soccer_germany_bundesliga,werder bremen,hamburger sv
1388571,78,Bundesliga,2025,2026-04-18 13:30:00+00:00,NS,Not Started,163,Borussia Mönchengladbach,164,FSV Mainz 05,,,,soccer_germany_bundesliga,borussia mönchengladbach,fsv mainz 05
1388574,78,Bundesliga,2025,2026-04-18 13:30:00+00:00,NS,Not Started,167,1899 Hoffenheim,165,Borussia Dortmund,,,,soccer_germany_bundesliga,1899 hoffenheim,borussia dortmund
1388569,78,Bundesliga,2025,2026-04-18 13:30:00+00:00,NS,Not Started,168,Bayer Leverkusen,170,FC Augsburg,,,,soccer_germany_bundesliga,bayer leverkusen,augsburg
1388572,78,Bundesliga,2025,2026-04-18 13:30:00+00:00,NS,Not Started,169,Eintracht Frankfurt,173,RB Leipzig,,,,soccer_germany_bundesliga,eintracht frankfurt,rb leipzig
1388576,78,Bundesliga,2025,2026-04-18 13:30:00+00:00,NS,Not Started,182,Union Berlin,161,VfL Wolfsburg,,,,soccer_germany_bundesliga,union berlin,vfl wolfsburg
1388575,78,Bundesliga,2025,2026-04-18 13:30:00+00:00,NS,Not Started,186,FC St. Pauli,192,1.FC Köln,,,,soccer_germany_bundesliga,st pauli,1 köln
1388586,78,Bundesliga,2025,2026-04-25 13:30:00+00:00,NS,Not Started,161,VfL Wolfsburg,163,Borussia Mönchengladbach,,,,soccer_germany_bundesliga,vfl wolfsburg,borussia mönchengladbach
1388583,78,Bundesliga,2025,2026-04-25 13:30:00+00:00,NS,Not Started,164,FSV Mainz 05,157,Bayern München,,,,soccer_germany_bundesliga,fsv mainz 05,bayern münchen
1388579,78,Bundesliga,2025,2026-04-25 13:30:00+00:00,NS,Not Started,165,Borussia Dortmund,160,SC Freiburg,,,,soccer_germany_bundesliga,borussia dortmund,freiburg
1388578,78,Bundesliga,2025,2026-04-25 13:30:00+00:00,NS,Not Started,170,FC Augsburg,169,Eintracht Frankfurt,,,,soccer_germany_bundesliga,augsburg,eintracht frankfurt
1388585,78,Bundesliga,2025,2026-04-25 13:30:00+00:00,NS,Not Started,172,VfB Stuttgart,162,Werder Bremen,,,,soccer_germany_bundesliga,vfb stuttgart,werder bremen
1388584,78,Bundesliga,2025,2026-04-25 13:30:00+00:00,NS,Not Started,173,RB Leipzig,182,Union Berlin,,,,soccer_germany_bundesliga,rb leipzig,union berlin
1388581,78,Bundesliga,2025,2026-04-25 13:30:00+00:00,NS,Not Started,175,Hamburger SV,167,1899 Hoffenheim,,,,soccer_germany_bundesliga,hamburger sv,1899 hoffenheim
1388582,78,Bundesliga,2025,2026-04-25 13:30:00+00:00,NS,Not Started,180,1. FC Heidenheim,186,FC St. Pauli,,,,soccer_germany_bundesliga,1 heidenheim,st pauli
1388580,78,Bundesliga,2025,2026-04-25 13:30:00+00:00,NS,Not Started,192,1.FC Köln,168,Bayer Leverkusen,,,,soccer_germany_bundesliga,1 köln,bayer leverkusen
1388588,78,Bundesliga,2025,2026-05-02 13:30:00+00:00,NS,Not Started,157,Bayern München,180,1. FC Heidenheim,,,,soccer_germany_bundesliga,bayern münchen,1 heidenheim
1388591,78,Bundesliga,2025,2026-05-02 13:30:00+00:00,NS,Not Started,160,SC Freiburg,161,VfL Wolfsburg,,,,soccer_germany_bundesliga,freiburg,vfl wolfsburg
1388595,78,Bundesliga,2025,2026-05-02 13:30:00+00:00,NS,Not Started,162,Werder Bremen,170,FC Augsburg,,,,soccer_germany_bundesliga,werder bremen,augsburg
1388589,78,Bundesliga,2025,2026-05-02 13:30:00+00:00,NS,Not Started,163,Borussia Mönchengladbach,165,Borussia Dortmund,,,,soccer_germany_bundesliga,borussia mönchengladbach,borussia dortmund
1388592,78,Bundesliga,2025,2026-05-02 13:30:00+00:00,NS,Not Started,167,1899 Hoffenheim,172,VfB Stuttgart,,,,soccer_germany_bundesliga,1899 hoffenheim,vfb stuttgart
1388587,78,Bundesliga,2025,2026-05-02 13:30:00+00:00,NS,Not Started,168,Bayer Leverkusen,173,RB Leipzig,,,,soccer_germany_bundesliga,bayer leverkusen,rb leipzig
1388590,78,Bundesliga,2025,2026-05-02 13:30:00+00:00,NS,Not Started,169,Eintracht Frankfurt,175,Hamburger SV,,,,soccer_germany_bundesliga,eintracht frankfurt,hamburger sv
1388594,78,Bundesliga,2025,2026-05-02 13:30:00+00:00,NS,Not Started,182,Union Berlin,192,1.FC Köln,,,,soccer_germany_bundesliga,union berlin,1 köln
1388593,78,Bundesliga,2025,2026-05-02 13:30:00+00:00,NS,Not Started,186,FC St. Pauli,164,FSV Mainz 05,,,,soccer_germany_bundesliga,st pauli,fsv mainz 05
1388604,78,Bundesliga,2025,2026-05-09 13:30:00+00:00,NS,Not Started,161,VfL Wolfsburg,157,Bayern München,,,,soccer_germany_bundesliga,vfl wolfsburg,bayern münchen
1388601,78,Bundesliga,2025,2026-05-09 13:30:00+00:00,NS,Not Started,164,FSV Mainz 05,182,Union Berlin,,,,soccer_germany_bundesliga,fsv mainz 05,union berlin
1388597,78,Bundesliga,2025,2026-05-09 13:30:00+00:00,NS,Not Started,165,Borussia Dortmund,169,Eintracht Frankfurt,,,,soccer_germany_bundesliga,borussia dortmund,eintracht frankfurt
1388600,78,Bundesliga,2025,2026-05-09 13:30:00+00:00,NS,Not Started,167,1899 Hoffenheim,162,Werder Bremen,,,,soccer_germany_bundesliga,1899 hoffenheim,werder bremen
1388596,78,Bundesliga,2025,2026-05-09 13:30:00+00:00,NS,Not Started,170,FC Augsburg,163,Borussia Mönchengladbach,,,,soccer_germany_bundesliga,augsburg,borussia mönchengladbach
1388603,78,Bundesliga,2025,2026-05-09 13:30:00+00:00,NS,Not Started,172,VfB Stuttgart,168,Bayer Leverkusen,,,,soccer_germany_bundesliga,vfb stuttgart,bayer leverkusen
1388602,78,Bundesliga,2025,2026-05-09 13:30:00+00:00,NS,Not Started,173,RB Leipzig,186,FC St. Pauli,,,,soccer_germany_bundesliga,rb leipzig,st pauli
1388599,78,Bundesliga,2025,2026-05-09 13:30:00+00:00,NS,Not Started,175,Hamburger SV,160,SC Freiburg,,,,soccer_germany_bundesliga,hamburger sv,freiburg
1388598,78,Bundesliga,2025,2026-05-09 13:30:00+00:00,NS,Not Started,192,1.FC Köln,180,1. FC Heidenheim,,,,soccer_germany_bundesliga,1 köln,1 heidenheim
1388606,78,Bundesliga,2025,2026-05-16 13:30:00+00:00,NS,Not Started,157,Bayern München,192,1.FC Köln,,,,soccer_germany_bundesliga,bayern münchen,1 köln
1388609,78,Bundesliga,2025,2026-05-16 13:30:00+00:00,NS,Not Started,160,SC Freiburg,173,RB Leipzig,,,,soccer_germany_bundesliga,freiburg,rb leipzig
1388613,78,Bundesliga,2025,2026-05-16 13:30:00+00:00,NS,Not Started,162,Werder Bremen,165,Borussia Dortmund,,,,soccer_germany_bundesliga,werder bremen,borussia dortmund
1388607,78,Bundesliga,2025,2026-05-16 13:30:00+00:00,NS,Not Started,163,Borussia Mönchengladbach,167,1899 Hoffenheim,,,,soccer_germany_bundesliga,borussia mönchengladbach,1899 hoffenheim
1388605,78,Bundesliga,2025,2026-05-16 13:30:00+00:00,NS,Not Started,168,Bayer Leverkusen,175,Hamburger SV,,,,soccer_germany_bundesliga,bayer leverkusen,hamburger sv
1388608,78,Bundesliga,2025,2026-05-16 13:30:00+00:00,NS,Not Started,169,Eintracht Frankfurt,172,VfB Stuttgart,,,,soccer_germany_bundesliga,eintracht frankfurt,vfb stuttgart
1388610,78,Bundesliga,2025,2026-05-16 13:30:00+00:00,NS,Not Started,180,1. FC Heidenheim,164,FSV Mainz 05,,,,soccer_germany_bundesliga,1 heidenheim,fsv mainz 05
1388612,78,Bundesliga,2025,2026-05-16 13:30:00+00:00,NS,Not Started,182,Union Berlin,170,FC Augsburg,,,,soccer_germany_bundesliga,union berlin,augsburg
1388611,78,Bundesliga,2025,2026-05-16 13:30:00+00:00,NS,Not Started,186,FC St. Pauli,161,VfL Wolfsburg,,,,soccer_germany_bundesliga,st pauli,vfl wolfsburg
