team_id,team_name,rank,points,goalsDiff
541,Real Madrid,1,21,10
529,Barcelona,2,19,13
533,Villarreal,3,16,6
543,Real Betis,4,15,5
530,Atletico Madrid,5,13,5
536,Sevilla,6,13,4
797,Elche,7,13,2
531,Athletic Club,8,13,0
540,Espanyol,9,12,0
542,Alaves,10,11,1
546,Getafe,11,11,-2
727,Osasuna,12,10,-1
539,Levante,13,8,-1
728,Rayo Vallecano,14,8,-2
532,Valencia,15,8,-4
538,Celta Vigo,16,6,-3
718,Oviedo,17,6,-10
547,Girona,18,6,-12
548,Real Sociedad,19,5,-5
798,Mallorca,20,5,-6
