sport_key,league_name,season,fixture_id,date,home,away,home_id,away_id,status,goals_home,goals_away,result
soccer_germany_bundesliga,Bundesliga,2024,1224239,2025-04-19 13:30:00+00:00,Werder Bremen,VfL Bochum,162,176,FT,1,0,H
soccer_germany_bundesliga,Bundesliga,2024,1224242,2025-04-19 13:30:00+00:00,FSV Mainz 05,VfL Wolfsburg,164,161,FT,2,2,D
soccer_germany_bundesliga,Bundesliga,2024,1224236,2025-04-19 13:30:00+00:00,RB Leipzig,Holstein Kiel,173,191,FT,1,1,D
soccer_germany_bundesliga,Bundesliga,2024,1224238,2025-04-19 13:30:00+00:00,1. FC Heidenheim,Bayern München,180,157,FT,0,4,A
soccer_germany_bundesliga,Bundesliga,2024,1224243,2025-04-19 16:30:00+00:00,Union Berlin,VfB Stuttgart,182,172,FT,4,4,D
soccer_germany_bundesliga,Bundesliga,2024,1224241,2025-04-20 13:30:00+00:00,FC Augsburg,Eintracht Frankfurt,170,169,FT,0,0,D
soccer_germany_bundesliga,Bundesliga,2024,1224237,2025-04-20 15:30:00+00:00,Borussia Dortmund,Borussia Mönchengladbach,165,163,FT,3,2,H
soccer_germany_bundesliga,Bundesliga,2024,1224244,2025-04-20 17:30:00+00:00,FC St. Pauli,Bayer Leverkusen,186,168,FT,1,1,D
soccer_germany_bundesliga,Bundesliga,2024,1224246,2025-04-25 18:30:00+00:00,VfB Stuttgart,1. FC Heidenheim,172,180,FT,0,1,A
soccer_germany_bundesliga,Bundesliga,2024,1224247,2025-04-26 13:30:00+00:00,Bayern München,FSV Mainz 05,157,164,FT,3,0,H
soccer_germany_bundesliga,Bundesliga,2024,1224251,2025-04-26 13:30:00+00:00,VfL Wolfsburg,SC Freiburg,161,160,FT,0,1,A
soccer_germany_bundesliga,Bundesliga,2024,1224249,2025-04-26 13:30:00+00:00,1899 Hoffenheim,Borussia Dortmund,167,165,FT,2,3,A
soccer_germany_bundesliga,Bundesliga,2024,1224245,2025-04-26 13:30:00+00:00,Bayer Leverkusen,FC Augsburg,168,170,FT,2,0,H
soccer_germany_bundesliga,Bundesliga,2024,1224253,2025-04-26 13:30:00+00:00,Holstein Kiel,Borussia Mönchengladbach,191,163,FT,4,3,H
soccer_germany_bundesliga,Bundesliga,2024,1224248,2025-04-26 16:30:00+00:00,Eintracht Frankfurt,RB Leipzig,169,173,FT,4,0,H
soccer_germany_bundesliga,Bundesliga,2024,1224252,2025-04-27 13:30:00+00:00,VfL Bochum,Union Berlin,176,182,FT,1,1,D
soccer_germany_bundesliga,Bundesliga,2024,1224250,2025-04-27 15:30:00+00:00,Werder Bremen,FC St. Pauli,162,186,FT,0,0,D
soccer_germany_bundesliga,Bundesliga,2024,1224256,2025-05-02 18:30:00+00:00,1. FC Heidenheim,VfL Bochum,180,176,FT,0,0,D
soccer_germany_bundesliga,Bundesliga,2024,1224260,2025-05-03 13:30:00+00:00,Borussia Mönchengladbach,1899 Hoffenheim,163,167,FT,4,4,D
soccer_germany_bundesliga,Bundesliga,2024,1224254,2025-05-03 13:30:00+00:00,RB Leipzig,Bayern München,173,157,FT,3,3,D
soccer_germany_bundesliga,Bundesliga,2024,1224261,2025-05-03 13:30:00+00:00,Union Berlin,Werder Bremen,182,162,FT,2,2,D
soccer_germany_bundesliga,Bundesliga,2024,1224262,2025-05-03 13:30:00+00:00,FC St. Pauli,VfB Stuttgart,186,172,FT,0,1,A
soccer_germany_bundesliga,Bundesliga,2024,1224255,2025-05-03 16:30:00+00:00,Borussia Dortmund,VfL Wolfsburg,165,161,FT,4,0,H
soccer_germany_bundesliga,Bundesliga,2024,1224258,2025-05-04 13:30:00+00:00,FC Augsburg,Holstein Kiel,170,191,FT,1,3,A
soccer_germany_bundesliga,Bundesliga,2024,1224257,2025-05-04 15:30:00+00:00,SC Freiburg,Bayer Leverkusen,160,168,FT,2,2,D
soccer_germany_bundesliga,Bundesliga,2024,1224259,2025-05-04 17:30:00+00:00,FSV Mainz 05,Eintracht Frankfurt,164,169,FT,1,1,D
soccer_germany_bundesliga,Bundesliga,2024,1224268,2025-05-09 18:30:00+00:00,VfL Wolfsburg,1899 Hoffenheim,161,167,FT,2,2,D
soccer_germany_bundesliga,Bundesliga,2024,1224267,2025-05-10 13:30:00+00:00,Werder Bremen,RB Leipzig,162,173,FT,0,0,D
soccer_germany_bundesliga,Bundesliga,2024,1224270,2025-05-10 13:30:00+00:00,VfL Bochum,FSV Mainz 05,176,164,FT,1,4,A
soccer_germany_bundesliga,Bundesliga,2024,1224269,2025-05-10 13:30:00+00:00,Union Berlin,1. FC Heidenheim,182,180,FT,0,3,A
soccer_germany_bundesliga,Bundesliga,2024,1224271,2025-05-10 13:30:00+00:00,Holstein Kiel,SC Freiburg,191,160,FT,1,2,A
soccer_germany_bundesliga,Bundesliga,2024,1224265,2025-05-10 16:30:00+00:00,Bayern München,Borussia Mönchengladbach,157,163,FT,2,0,H
soccer_germany_bundesliga,Bundesliga,2024,1224263,2025-05-11 13:30:00+00:00,Bayer Leverkusen,Borussia Dortmund,168,165,FT,2,4,A
soccer_germany_bundesliga,Bundesliga,2024,1224266,2025-05-11 15:30:00+00:00,Eintracht Frankfurt,FC St. Pauli,169,186,FT,2,2,D
soccer_germany_bundesliga,Bundesliga,2024,1224264,2025-05-11 17:30:00+00:00,VfB Stuttgart,FC Augsburg,172,170,FT,4,0,H
soccer_germany_bundesliga,Bundesliga,2024,1224276,2025-05-17 13:30:00+00:00,SC Freiburg,Eintracht Frankfurt,160,169,FT,1,3,A
soccer_germany_bundesliga,Bundesliga,2024,1224279,2025-05-17 13:30:00+00:00,Borussia Mönchengladbach,VfL Wolfsburg,163,161,FT,0,1,A
soccer_germany_bundesliga,Bundesliga,2024,1224278,2025-05-17 13:30:00+00:00,FSV Mainz 05,Bayer Leverkusen,164,168,FT,2,2,D
soccer_germany_bundesliga,Bundesliga,2024,1224273,2025-05-17 13:30:00+00:00,Borussia Dortmund,Holstein Kiel,165,191,FT,3,0,H
soccer_germany_bundesliga,Bundesliga,2024,1224274,2025-05-17 13:30:00+00:00,1899 Hoffenheim,Bayern München,167,157,FT,0,4,A
soccer_germany_bundesliga,Bundesliga,2024,1224277,2025-05-17 13:30:00+00:00,FC Augsburg,Union Berlin,170,182,FT,1,2,A
soccer_germany_bundesliga,Bundesliga,2024,1224272,2025-05-17 13:30:00+00:00,RB Leipzig,VfB Stuttgart,173,172,FT,2,3,A
soccer_germany_bundesliga,Bundesliga,2024,1224275,2025-05-17 13:30:00+00:00,1. FC Heidenheim,Werder Bremen,180,162,FT,1,4,A
soccer_germany_bundesliga,Bundesliga,2024,1224280,2025-05-17 13:30:00+00:00,FC St. Pauli,VfL Bochum,186,176,FT,0,2,A
soccer_germany_bundesliga,Bundesliga,2024,1375862,2025-05-22 18:30:00+00:00,1. FC Heidenheim,SV Elversberg,180,1660,FT,2,2,D
soccer_germany_bundesliga,Bundesliga,2024,1375863,2025-05-26 18:30:00+00:00,SV Elversberg,1. FC Heidenheim,1660,180,FT,1,2,A
