fixture_id,league_id,league_name,season,date,sport_key,home,away,home_norm,away_norm,status_short,status_long,home_form5_pts,home_form5_gd,away_form5_pts,away_form5_gd,p_entry_h,p_entry_d,p_entry_a,odds_h,odds_d,odds_a,odds_source,p_hat_h,p_hat_d,p_hat_a,EV_H,kelly_H,EV_D,kelly_D,EV_A,kelly_A,kelly_best,best_side,best_EV
1379039,39,Premier League,2025,2025-10-18 14:00:00+00:00,soccer_epl,Brighton,Newcastle,brighton,newcastle,NS,Not Started,8.0,2.0,6.0,0.0,0.40368061739388544,0.20688631641436628,0.3894330661917483,4.1,8.0,4.25,apifootball,0.5329436667232564,0.24780274720297937,0.21925358607376416,1.1850690335653513,0.09557008335204448,0.982421977623835,0.03508649920085125,-0.06817225918650227,0.0,0.09557008335204448,H,1.1850690335653513
1379040,39,Premier League,2025,2025-10-18 14:00:00+00:00,soccer_epl,Burnley,Leeds,burnley,leeds,NS,Not Started,1.0,-7.0,7.0,-3.0,0.34659314690823156,0.21228830248129185,0.44111855061047656,4.9,8.0,3.85,apifootball,0.31290722056735293,0.3980538908819827,0.2890388885506644,0.5332453807800295,0.03418239620384804,2.1844311270558614,0.07801539739485218,0.11279972092005797,0.009894712361408594,0.07801539739485218,D,2.1844311270558614
1379041,39,Premier League,2025,2025-10-18 14:00:00+00:00,soccer_epl,Crystal Palace,Bournemouth,crystal palace,bournemouth,NS,Not Started,10.0,4.0,11.0,3.0,0.4548940464177598,0.2062563067608476,0.3388496468213925,3.65,8.05,4.9,apifootball,0.5396772646459886,0.24492655710354846,0.21539617825046292,0.9698220159578586,0.09149264301489232,0.9716587846835654,0.03445598527246685,0.055441273427268456,0.0035539277837992596,0.09149264301489232,D,0.9716587846835654
1379042,39,Premier League,2025,2025-10-18 16:30:00+00:00,soccer_epl,Fulham,Arsenal,fulham,arsenal,NS,Not Started,6.0,-3.0,10.0,8.0,0.27149321266968324,0.20814479638009048,0.5203619909502263,6.9,9.0,3.6,apifootball,0.3165906914367853,0.18492154554925355,0.4984877630139611,1.184475770913819,0.05018965130990757,0.6642939099432819,0.02075918468572756,0.7945559468502599,0.07639961027406345,0.07639961027406345,H,1.184475770913819
1379043,39,Premier League,2025,2025-10-19 15:30:00+00:00,soccer_epl,Liverpool,Manchester United,liverpool,manchester united,NS,Not Started,9.0,1.0,7.0,-3.0,0.561122244488978,0.1683366733466934,0.2705410821643287,2.7,9.0,5.6,apifootball,0.5134075577163615,0.31913162528742206,0.16746081699621645,0.38620040583417614,0.05679417732855531,1.8721846275867984,0.058505769612087456,-0.06221942482118792,0.0,0.058505769612087456,D,1.8721846275867984
1379044,39,Premier League,2025,2025-10-18 14:00:00+00:00,soccer_epl,Manchester City,Everton,manchester city,everton,NS,Not Started,10.0,7.0,7.0,1.0,0.5208333333333333,0.20833333333333334,0.2708333333333333,5.2,13.0,10.0,apifootball,0.6342217913380089,0.2099632390697983,0.1558149695921927,2.2979533149576468,0.13678293541414563,1.729522107907378,0.036031710581403704,0.558149695921927,0.015504158220053528,0.13678293541414563,H,2.2979533149576468
1379045,39,Premier League,2025,2025-10-18 11:30:00+00:00,soccer_epl,Nottingham Forest,Chelsea,nottingham forest,chelsea,NS,Not Started,1.0,-9.0,8.0,5.0,0.3198263386396527,0.18813314037626627,0.4920405209840811,5.0,8.5,3.25,apifootball,0.21915548843154978,0.2150921637730293,0.5657523477954209,0.09577744215774886,0.005986090134859304,0.8282833920707491,0.027609446402358306,0.838695130335118,0.09318834781501312,0.09318834781501312,A,0.838695130335118
1379046,39,Premier League,2025,2025-10-18 14:00:00+00:00,soccer_epl,Sunderland,Wolves,sunderland,wolves,NS,Not Started,8.0,0.0,1.0,-5.0,0.44378923823806005,0.1947741656711486,0.36143659609079126,3.95,9.0,4.85,apifootball,0.553642899719703,0.25803172243624156,0.1883253778440555,1.1868894538928272,0.10058385202481586,1.322285501926174,0.04132142193519294,-0.08662191745633085,0.0,0.10058385202481586,D,1.322285501926174
1379047,39,Premier League,2025,2025-10-19 13:00:00+00:00,soccer_epl,Tottenham,Aston Villa,tottenham,aston villa,NS,Not Started,8.0,3.0,3.0,-4.0,0.4582571602681292,0.20048750761730652,0.3412553321145643,3.5,8.0,4.7,apifootball,0.5919439178482797,0.2550891819724575,0.15296690017926268,1.071803712468979,0.1071803712468979,1.04071345577966,0.03716833770641643,-0.28105556915746543,0.0,0.1071803712468979,H,1.071803712468979
1379048,39,Premier League,2025,2025-10-20 19:00:00+00:00,soccer_epl,West Ham,Brentford,west ham,brentford,NS,Not Started,4.0,-3.0,4.0,-4.0,0.42209807572936064,0.20049658597144632,0.37740533829919304,3.8,8.0,4.25,apifootball,0.43638999652787536,0.33040208191429765,0.23320792155782705,0.6582819868059262,0.05877517739338628,1.6432166553143812,0.05868630911837075,-0.008866333379235036,0.0,0.05877517739338628,D,1.6432166553143812
1379052,39,Premier League,2025,2025-10-25 19:00:00+00:00,soccer_epl,Brentford,Liverpool,brentford,liverpool,NS,Not Started,4.0,-4.0,9.0,1.0,0.19064717285636523,0.19833455885863804,0.6110182682849966,5.16,4.96,1.61,apifootball,0.3551952150111057,0.32276249445591376,0.32204229053298056,0.8328073094573054,0.05004851619334768,0.6009019725013323,0.03793573058720532,-0.48151191224190126,0.0,0.05004851619334768,H,0.8328073094573054
