fixture_id,league_id,league_name,season,date,sport_key,home,away,home_norm,away_norm,status_short,status_long,home_form5_pts,home_form5_gd,away_form5_pts,away_form5_gd,p_entry_h,p_entry_d,p_entry_a,odds_h,odds_d,odds_a,odds_source,p_hat_h,p_hat_d,p_hat_a,EV_H,kelly_H,EV_D,kelly_D,EV_A,kelly_A,kelly_best,best_side,best_EV
1379039,39,Premier League,2025,2025-10-18 14:00:00+00:00,soccer_epl,Brighton,Newcastle,brighton,newcastle,NS,Not Started,8.0,2.0,6.0,0.0,0.40368061739388544,0.20688631641436628,0.3894330661917483,4.1,8.0,4.25,apifootball,0.045704663396049984,0.20568446544852323,0.7486108711554269,-0.8126108800761951,0.0,0.6454757235881858,0.02305270441386378,2.181596202410564,0.16781509249312035,0.16781509249312035,A,2.181596202410564
1379040,39,Premier League,2025,2025-10-18 14:00:00+00:00,soccer_epl,Burnley,Leeds,burnley,leeds,NS,Not Started,1.0,-7.0,7.0,-3.0,0.34659314690823156,0.21228830248129185,0.44111855061047656,4.9,8.0,3.85,apifootball,0.03800298212383735,0.1957341663666436,0.7662628515095191,-0.813785387593197,0.0,0.5658733309331487,0.020209761819041026,1.9501119783116487,0.17106245423786393,0.17106245423786393,A,1.9501119783116487
1379041,39,Premier League,2025,2025-10-18 14:00:00+00:00,soccer_epl,Crystal Palace,Bournemouth,crystal palace,bournemouth,NS,Not Started,10.0,4.0,11.0,3.0,0.4548940464177598,0.2062563067608476,0.3388496468213925,3.65,8.05,4.9,apifootball,0.053773495713858185,0.2134935054325536,0.7327329988535882,-0.8037267406444176,0.0,0.7186227187320566,0.025483075132342436,2.5903916943825824,0.16605074963990912,0.16605074963990912,A,2.5903916943825824
1379042,39,Premier League,2025,2025-10-18 16:30:00+00:00,soccer_epl,Fulham,Arsenal,fulham,arsenal,NS,Not Started,6.0,-3.0,10.0,8.0,0.27149321266968324,0.20814479638009048,0.5203619909502263,6.9,9.0,3.6,apifootball,0.029803541928514553,0.18541533641967112,0.7847811216518144,-0.7943555606932495,0.0,0.6687380277770401,0.020898063368032502,1.8252120379465318,0.17550115749485878,0.17550115749485878,A,1.8252120379465318
1379043,39,Premier League,2025,2025-10-19 15:30:00+00:00,soccer_epl,Liverpool,Manchester United,liverpool,manchester united,NS,Not Started,9.0,1.0,7.0,-3.0,0.561122244488978,0.1683366733466934,0.2705410821643287,2.7,9.0,5.6,apifootball,0.07527564518505124,0.23912342725852534,0.6856009275564234,-0.7967557580003617,0.0,1.1521108453267281,0.036003463916460254,2.839365194315971,0.15431332577804194,0.15431332577804194,A,2.839365194315971
1379044,39,Premier League,2025,2025-10-18 14:00:00+00:00,soccer_epl,Manchester City,Everton,manchester city,everton,NS,Not Started,10.0,7.0,7.0,1.0,0.5208333333333333,0.20833333333333334,0.2708333333333333,5.2,13.0,10.0,apifootball,0.06605653208115722,0.22253231409568472,0.711411153823158,-0.6565060331779824,0.0,1.8929200832439013,0.039435835067581276,6.11411153823158,0.1698364316175439,0.1698364316175439,A,6.11411153823158
1379045,39,Premier League,2025,2025-10-18 11:30:00+00:00,soccer_epl,Nottingham Forest,Chelsea,nottingham forest,chelsea,NS,Not Started,1.0,-9.0,8.0,5.0,0.3198263386396527,0.18813314037626627,0.4920405209840811,5.0,8.5,3.25,apifootball,0.03505888243559797,0.1976144902233575,0.7673266273410445,-0.8247055878220102,0.0,0.6797231668985388,0.02265743889661796,1.4938115388583948,0.16597905987315498,0.16597905987315498,A,1.4938115388583948
1379046,39,Premier League,2025,2025-10-18 14:00:00+00:00,soccer_epl,Sunderland,Wolves,sunderland,wolves,NS,Not Started,8.0,0.0,1.0,-5.0,0.44378923823806005,0.1947741656711486,0.36143659609079126,3.95,9.0,4.85,apifootball,0.052046062736543275,0.21483030605982198,0.7331236312036348,-0.7944180521906541,0.0,0.9334727545383978,0.029171023579324933,2.5556496113376284,0.16595127346348237,0.16595127346348237,A,2.5556496113376284
1379047,39,Premier League,2025,2025-10-19 13:00:00+00:00,soccer_epl,Tottenham,Aston Villa,tottenham,aston villa,NS,Not Started,8.0,3.0,3.0,-4.0,0.4582571602681292,0.20048750761730652,0.3412553321145643,3.5,8.0,4.7,apifootball,0.054411032331324806,0.21549567790861315,0.7300932897600619,-0.8095613868403632,0.0,0.7239654232689052,0.02585590797388947,2.431438461872291,0.16428638255893857,0.16428638255893857,A,2.431438461872291
1379048,39,Premier League,2025,2025-10-20 19:00:00+00:00,soccer_epl,West Ham,Brentford,west ham,brentford,NS,Not Started,4.0,-3.0,4.0,-4.0,0.42209807572936064,0.20049658597144632,0.37740533829919304,3.8,8.0,4.25,apifootball,0.048532491982957275,0.2100880713326066,0.7413794366844362,-0.8155765304647624,0.0,0.6807045706608528,0.024310877523601886,2.150862605908854,0.16545096968529643,0.16545096968529643,A,2.150862605908854
1379052,39,Premier League,2025,2025-10-25 19:00:00+00:00,soccer_epl,Brentford,Liverpool,brentford,liverpool,NS,Not Started,4.0,-4.0,9.0,1.0,0.19064717285636523,0.19833455885863804,0.6110182682849966,5.16,4.96,1.61,apifootball,0.022907445228807624,0.1755913823854165,0.801501172385776,-0.8817975826193527,0.0,-0.12906674336833424,0.0,0.2904168875410995,0.11902331456602434,0.11902331456602434,A,0.2904168875410995
1379053,39,Premier League,2025,2025-10-25 14:00:00+00:00,soccer_epl,Chelsea,Sunderland,chelsea,sunderland,NS,Not Started,8.0,5.0,8.0,0.0,0.624832783376438,0.2078391153125836,0.1673281013109783,1.58,4.75,5.9,apifootball,0.09070422628181203,0.2367230294635347,0.6725727442546532,-0.856687322474737,0.0,0.1244343899517899,0.008295625996785993,2.968179191102454,0.15143771383175786,0.15143771383175786,A,2.968179191102454
1379055,39,Premier League,2025,2025-10-24 19:00:00+00:00,soccer_epl,Leeds,West Ham,leeds,west ham,NS,Not Started,7.0,-3.0,4.0,-3.0,0.359513440456525,0.35666015918306054,0.28382640036041445,3.75,3.78,4.75,apifootball,0.03811098602318357,0.16438030915735294,0.7975087048194635,-0.8570838024130616,0.0,-0.3786424313852059,0.0,2.788166347892451,0.18587775652616342,0.18587775652616342,A,2.788166347892451
1379056,39,Premier League,2025,2025-10-25 16:30:00+00:00,soccer_epl,Manchester United,Brighton,manchester united,brighton,NS,Not Started,7.0,-3.0,8.0,2.0,0.45655669531466586,0.2679789298586083,0.2754643748267258,2.16,3.68,3.58,apifootball,0.05332569200780187,0.1981236668220056,0.7485506411701925,-0.8848165052631479,0.0,-0.2709049060950194,0.0,1.6798112953892894,0.1627724123439234,0.1627724123439234,A,1.6798112953892894
1379057,39,Premier League,2025,2025-10-25 14:00:00+00:00,soccer_epl,Newcastle,Fulham,newcastle,fulham,NS,Not Started,6.0,0.0,6.0,-3.0,0.5717386678016599,0.24341349223238987,0.1848478399659502,1.72,4.04,5.32,apifootball,0.07677187840140269,0.22026188407205838,0.702966237526539,-0.8679523691495874,0.0,-0.11014198834888411,0.0,2.7397803836411874,0.15855210553479093,0.15855210553479093,A,2.7397803836411874
1388362,78,Bundesliga,2025,2025-10-18 16:30:00+00:00,soccer_germany_bundesliga,Bayern München,Borussia Dortmund,bayern münchen,borussia dortmund,NS,Not Started,15.0,16.0,13.0,8.0,0.6725836334112347,0.1466232320836492,0.18079313450511614,2.18,10.0,8.11,apifootball,0.10527113370243701,0.2598595769140617,0.6348692893835013,-0.7705089285286872,0.0,1.598595769140617,0.044405438031683814,4.1487899369001955,0.1458786897644232,0.1458786897644232,A,4.1487899369001955
1388363,78,Bundesliga,2025,2025-10-18 13:30:00+00:00,soccer_germany_bundesliga,1.FC Köln,FC Augsburg,1 köln,augsburg,NS,Not Started,7.0,1.0,3.0,-4.0,0.4834075984990619,0.18767589118198874,0.32891651031894936,3.3,8.5,4.85,apifootball,0.059025585358743735,0.22260848874340772,0.7183659258978485,-0.8052155683161457,0.0,0.8921721543189656,0.029739071810632185,2.4840747406045653,0.16130355458471204,0.16130355458471204,A,2.4840747406045653
1388364,78,Bundesliga,2025,2025-10-19 13:30:00+00:00,soccer_germany_bundesliga,SC Freiburg,Eintracht Frankfurt,freiburg,eintracht frankfurt,NS,Not Started,8.0,2.0,9.0,4.0,0.40433212996389895,0.21660649819494585,0.37906137184115524,3.75,7.0,4.0,apifootball,0.0456987846211468,0.20332526236896484,0.7509759530098884,-0.8286295576706995,0.0,0.42327683658275395,0.017636534857614742,2.0039038120395536,0.16699198433662946,0.16699198433662946,A,2.0039038120395536
1388365,78,Bundesliga,2025,2025-10-18 13:30:00+00:00,soccer_germany_bundesliga,1. FC Heidenheim,Werder Bremen,1 heidenheim,werder bremen,NS,Not Started,3.0,-5.0,4.0,-6.0,0.3787345659266841,0.1964685560744674,0.42479687799884835,4.15,8.0,3.7,apifootball,0.04230092316037685,0.20455000242960347,0.7531490744100197,-0.824451168884436,0.0,0.6364000194368278,0.02272857212274385,1.786651575317073,0.16543070141824745,0.16543070141824745,A,1.786651575317073
1388366,78,Bundesliga,2025,2025-10-18 13:30:00+00:00,soccer_germany_bundesliga,FSV Mainz 05,Bayer Leverkusen,fsv mainz 05,bayer leverkusen,NS,Not Started,4.0,-4.0,8.0,2.0,0.38019009504752377,0.19959979989994997,0.42021010505252626,4.2,8.0,3.8,apifootball,0.042468125328924626,0.20397939481997918,0.7535524798510963,-0.8216338736185166,0.0,0.6318351585598334,0.022565541377136903,1.863499423434166,0.1663838770923362,0.1663838770923362,A,1.863499423434166
1388367,78,Bundesliga,2025,2025-10-18 13:30:00+00:00,soccer_germany_bundesliga,RB Leipzig,Hamburger SV,rb leipzig,hamburger sv,NS,Not Started,13.0,6.0,5.0,-6.0,0.6267672007540058,0.15834118755890672,0.21489161168708767,2.4,9.5,7.0,apifootball,0.09185724366612913,0.2508102640364281,0.6573324922974428,-0.7795426152012901,0.0,1.3826975083460669,0.040667573774884315,3.6013274460820996,0.1500553102534208,0.1500553102534208,A,3.6013274460820996
1388368,78,Bundesliga,2025,2025-10-19 15:30:00+00:00,soccer_germany_bundesliga,FC St. Pauli,1899 Hoffenheim,st pauli,1899 hoffenheim,NS,Not Started,6.0,-1.0,7.0,-2.0,0.4189126751886647,0.20160172493454492,0.3794855998767904,3.85,8.0,4.25,apifootball,0.04803233198622049,0.2093247640018098,0.7426429040119696,-0.8150755218530511,0.0,0.6745981120144784,0.024092789714802797,2.156232342050871,0.16586402631160546,0.16586402631160546,A,2.156232342050871
1388369,78,Bundesliga,2025,2025-10-17 18:30:00+00:00,soccer_germany_bundesliga,Union Berlin,Borussia Mönchengladbach,union berlin,borussia mönchengladbach,NS,Not Started,4.0,-6.0,2.0,-5.0,0.4574470960244318,0.18348152752628308,0.35907137644928516,3.65,9.1,4.65,apifootball,0.05445860201189944,0.2198536240127667,0.7256877739753339,-0.801226102656567,0.0,1.000667978516177,0.030884814151733858,2.374448148985303,0.16263343486200704,0.16263343486200704,A,2.374448148985303
1388370,78,Bundesliga,2025,2025-10-18 13:30:00+00:00,soccer_germany_bundesliga,VfL Wolfsburg,VfB Stuttgart,vfl wolfsburg,vfb stuttgart,NS,Not Started,2.0,-4.0,9.0,1.0,0.39780162261188173,0.19392829102329232,0.4082700863648259,3.9,8.0,3.8,apifootball,0.04498555924069821,0.20809915265104562,0.7469152881082561,-0.824556318961277,0.0,0.6647932212083649,0.02374261504315589,1.8382780948113733,0.16413197275101546,0.16413197275101546,A,1.8382780948113733
1388371,78,Bundesliga,2025,2025-10-25 13:30:00+00:00,soccer_germany_bundesliga,FC Augsburg,RB Leipzig,augsburg,rb leipzig,NS,Not Started,3.0,-4.0,13.0,6.0,0.27487854027494063,0.2631190305305581,0.46200242919450113,3.58,3.74,2.13,apifootball,0.029681567824672798,0.17324653694738615,0.797071895227941,-0.8937399871876713,0.0,-0.3520579518167758,0.0,0.6977631368355142,0.15437237540608723,0.15437237540608723,A,0.6977631368355142
1388372,78,Bundesliga,2025,2025-10-26 14:30:00+00:00,soccer_germany_bundesliga,Bayer Leverkusen,SC Freiburg,bayer leverkusen,freiburg,NS,Not Started,8.0,2.0,8.0,2.0,0.5802521494390254,0.23075143617226357,0.18899641438871112,1.71,4.3,5.25,apifootball,0.07897536814330774,0.2247413153382175,0.6962833165184747,-0.8649521204749437,0.0,-0.03361234404566471,0.0,2.6554874117219924,0.15620514186599954,0.15620514186599954,A,2.6554874117219924
