fixture_id,league_id,league_name,season,date,sport_key,home,away,home_norm,away_norm,status_short,status_long,home_form5_pts,home_form5_gd,away_form5_pts,away_form5_gd,p_entry_h,p_entry_d,p_entry_a,odds_h,odds_d,odds_a,odds_source,p_hat_h,p_hat_d,p_hat_a,EV_H,kelly_H,EV_D,kelly_D,EV_A,kelly_A,kelly_best,best_side,best_EV
1379052,39,Premier League,2025,2025-10-25 19:00:00+00:00,soccer_epl,Brentford,Liverpool,brentford,liverpool,NS,Not Started,4.0,-4.0,9.0,1.0,0.19064717285636523,0.19833455885863804,0.6110182682849966,5.16,4.96,1.61,apifootball,0.1466771471722906,0.3584554780084805,0.49486737481922893,-0.2431459205909805,0.0,0.7779391709220631,0.04911232139659491,-0.2032635265410414,0.0,0.04911232139659491,D,0.7779391709220631
1379053,39,Premier League,2025,2025-10-25 14:00:00+00:00,soccer_epl,Chelsea,Sunderland,chelsea,sunderland,NS,Not Started,8.0,5.0,8.0,0.0,0.624832783376438,0.2078391153125836,0.1673281013109783,1.58,4.75,5.9,apifootball,0.5069596267594961,0.3154866559629453,0.17755371727755861,-0.1990037897199961,0.0,0.49856161582399006,0.03323744105493267,0.04756693193759598,0.0024268842825304012,0.03323744105493267,D,0.49856161582399006
1379055,39,Premier League,2025,2025-10-24 19:00:00+00:00,soccer_epl,Leeds,West Ham,leeds,west ham,NS,Not Started,7.0,-3.0,4.0,-3.0,0.359513440456525,0.35666015918306054,0.28382640036041445,3.75,3.78,4.75,apifootball,0.3233018495869936,0.31850126402687995,0.35819688638612646,0.212381935951226,0.019307448722838728,0.2039347780216061,0.018339458455180407,0.7014352103341006,0.046762347355606707,0.046762347355606707,A,0.7014352103341006
1379056,39,Premier League,2025,2025-10-25 16:30:00+00:00,soccer_epl,Manchester United,Brighton,manchester united,brighton,NS,Not Started,7.0,-3.0,8.0,2.0,0.45655669531466586,0.2679789298586083,0.2754643748267258,2.16,3.68,3.58,apifootball,0.3744308235292779,0.33894188236947015,0.2866272941012519,-0.19122942117675967,0.0,0.24730612711965017,0.023069601410415128,0.026125712882481666,0.0025315613258218776,0.023069601410415128,D,0.24730612711965017
1379057,39,Premier League,2025,2025-10-25 14:00:00+00:00,soccer_epl,Newcastle,Fulham,newcastle,fulham,NS,Not Started,6.0,0.0,6.0,-3.0,0.5717386678016599,0.24341349223238987,0.1848478399659502,1.72,4.04,5.32,apifootball,0.47396685375296516,0.3188240100394487,0.20720913620758616,-0.1847770115448999,0.0,0.28804900055937277,0.02368824017758,0.10235260462435836,0.005923183137983707,0.02368824017758,D,0.28804900055937277
1388362,78,Bundesliga,2025,2025-10-18 16:30:00+00:00,soccer_germany_bundesliga,Bayern München,Borussia Dortmund,bayern münchen,borussia dortmund,NS,Not Started,15.0,16.0,13.0,8.0,0.6725836334112347,0.1466232320836492,0.18079313450511614,2.18,10.0,8.11,apifootball,0.5200644733230639,0.32402066585211503,0.15591486082482112,0.13374055184427935,0.028334862678872766,2.24020665852115,0.06222796273669862,0.2644695212892991,0.00929920960932838,0.06222796273669862,D,2.24020665852115
1388363,78,Bundesliga,2025,2025-10-18 13:30:00+00:00,soccer_germany_bundesliga,1.FC Köln,FC Augsburg,1 köln,augsburg,NS,Not Started,7.0,1.0,3.0,-4.0,0.4834075984990619,0.18767589118198874,0.32891651031894936,3.3,8.5,4.85,apifootball,0.3617414576211716,0.3664011421171306,0.2718574002616978,0.19374681014986628,0.021059435885855033,2.11440970799561,0.07048032359985368,0.31850839126923414,0.02068236306943079,0.07048032359985368,D,2.11440970799561
1388364,78,Bundesliga,2025,2025-10-19 13:30:00+00:00,soccer_germany_bundesliga,SC Freiburg,Eintracht Frankfurt,freiburg,eintracht frankfurt,NS,Not Started,8.0,2.0,9.0,4.0,0.40433212996389895,0.21660649819494585,0.37906137184115524,3.75,7.0,4.0,apifootball,0.30394412431495366,0.3665393107431364,0.32951656494190995,0.13979046618107627,0.01270822419827966,1.5657751752019546,0.06524063230008144,0.3180662597676398,0.026505521647303316,0.06524063230008144,D,1.5657751752019546
1388365,78,Bundesliga,2025,2025-10-18 13:30:00+00:00,soccer_germany_bundesliga,1. FC Heidenheim,Werder Bremen,1 heidenheim,werder bremen,NS,Not Started,3.0,-5.0,4.0,-6.0,0.3787345659266841,0.1964685560744674,0.42479687799884835,4.15,8.0,3.7,apifootball,0.27418997368612136,0.37592849933908673,0.34988152697479197,0.13788839079740378,0.01094352307915902,2.007427994712694,0.07169385695402479,0.2945616498067303,0.027274226833956507,0.07169385695402479,D,2.007427994712694
1388366,78,Bundesliga,2025,2025-10-18 13:30:00+00:00,soccer_germany_bundesliga,FSV Mainz 05,Bayer Leverkusen,fsv mainz 05,bayer leverkusen,NS,Not Started,4.0,-4.0,8.0,2.0,0.38019009504752377,0.19959979989994997,0.42021010505252626,4.2,8.0,3.8,apifootball,0.27662290285115354,0.37469050175322605,0.3486865953956205,0.16181619197484487,0.012641889998034755,1.9975240140258084,0.07134014335806459,0.3250090625033579,0.029018666294942673,0.07134014335806459,D,1.9975240140258084
1388367,78,Bundesliga,2025,2025-10-18 13:30:00+00:00,soccer_germany_bundesliga,RB Leipzig,Hamburger SV,rb leipzig,hamburger sv,NS,Not Started,13.0,6.0,5.0,-6.0,0.6267672007540058,0.15834118755890672,0.21489161168708767,2.4,9.5,7.0,apifootball,0.48277312560337143,0.33689413161838067,0.18033274277824796,0.15865550144809148,0.028331339544302035,2.200494250374616,0.06472041912866519,0.2623291994477357,0.01093038331032232,0.06472041912866519,D,2.200494250374616
1388368,78,Bundesliga,2025,2025-10-19 15:30:00+00:00,soccer_germany_bundesliga,FC St. Pauli,1899 Hoffenheim,st pauli,1899 hoffenheim,NS,Not Started,6.0,-1.0,7.0,-2.0,0.4189126751886647,0.20160172493454492,0.3794855998767904,3.85,8.0,4.25,apifootball,0.31019868797155437,0.3708706921111671,0.31893061991727856,0.19426494869048438,0.017040784972849506,1.9669655368893366,0.07024876917461917,0.3554551346484338,0.02734270266526414,0.07024876917461917,D,1.9669655368893366
1388369,78,Bundesliga,2025,2025-10-17 18:30:00+00:00,soccer_germany_bundesliga,Union Berlin,Borussia Mönchengladbach,union berlin,borussia mönchengladbach,NS,Not Started,4.0,-6.0,2.0,-5.0,0.4574470960244318,0.18348152752628308,0.35907137644928516,3.65,9.1,4.65,apifootball,0.3362266832179217,0.3728595154754744,0.2909138013066037,0.22722739374541412,0.02143654657975606,2.393021590826817,0.07385869107490176,0.3527491760757073,0.024160902470938855,0.07385869107490176,D,2.393021590826817
1388370,78,Bundesliga,2025,2025-10-18 13:30:00+00:00,soccer_germany_bundesliga,VfL Wolfsburg,VfB Stuttgart,vfl wolfsburg,vfb stuttgart,NS,Not Started,2.0,-4.0,9.0,1.0,0.39780162261188173,0.19392829102329232,0.4082700863648259,3.9,8.0,3.8,apifootball,0.2889482715044565,0.37576250842018605,0.3352892200753574,0.12689825886738038,0.010939505074774161,2.0061000673614884,0.07164643097719603,0.274099036286358,0.024473128239853394,0.07164643097719603,D,2.0061000673614884
1388371,78,Bundesliga,2025,2025-10-25 13:30:00+00:00,soccer_germany_bundesliga,FC Augsburg,RB Leipzig,augsburg,rb leipzig,NS,Not Started,3.0,-4.0,13.0,6.0,0.27487854027494063,0.2631190305305581,0.46200242919450113,3.58,3.74,2.13,apifootball,0.21807185553397182,0.3506421687121043,0.4312859757539239,-0.21930275718838088,0.0,0.3114017109832701,0.028412564870736328,-0.08136087164414207,0.0,0.028412564870736328,D,0.3114017109832701
1388372,78,Bundesliga,2025,2025-10-26 14:30:00+00:00,soccer_germany_bundesliga,Bayer Leverkusen,SC Freiburg,bayer leverkusen,freiburg,NS,Not Started,8.0,2.0,8.0,2.0,0.5802521494390254,0.23075143617226357,0.18899641438871112,1.71,4.3,5.25,apifootball,0.47573090095959697,0.3214425682288975,0.2028265308115055,-0.18650015935908915,0.0,0.38220304338425914,0.028954776013959026,0.06483928676040396,0.0038140756917884617,0.028954776013959026,D,0.38220304338425914
1388373,78,Bundesliga,2025,2025-10-25 13:30:00+00:00,soccer_germany_bundesliga,Borussia Mönchengladbach,Bayern München,borussia mönchengladbach,bayern münchen,NS,Not Started,2.0,-5.0,15.0,16.0,0.06662505851146824,0.11421438601965984,0.8191605554688719,15.0,8.75,1.22,apifootball,0.07882122761154492,0.34713120158361094,0.5740475708048441,0.18231841417317374,0.0032556859673781025,2.037398013856596,0.06572251657601921,-0.29966196361809017,0.0,0.06572251657601921,D,2.037398013856596
1388374,78,Bundesliga,2025,2025-10-25 16:30:00+00:00,soccer_germany_bundesliga,Borussia Dortmund,1.FC Köln,borussia dortmund,1 köln,NS,Not Started,13.0,8.0,7.0,1.0,0.641556375797867,0.20545710381956483,0.15298652038256827,1.55,4.84,6.5,apifootball,0.5217476581552775,0.31009344267382793,0.16815889917089452,-0.19129112985931995,0.0,0.5008522625413272,0.03260756917586766,0.0930328446108144,0.004228765664127928,0.03260756917586766,D,0.5008522625413272
1388375,78,Bundesliga,2025,2025-10-25 13:30:00+00:00,soccer_germany_bundesliga,Eintracht Frankfurt,FC St. Pauli,eintracht frankfurt,st pauli,NS,Not Started,9.0,4.0,6.0,-1.0,0.5519861444773451,0.23884015866808198,0.20917369685457285,1.8,4.16,4.75,apifootball,0.4523290237326093,0.32708646031732513,0.2205845159500656,-0.18580775728130328,0.0,0.3606796749200727,0.028534784408233597,0.04777645076281156,0.0031850967175207708,0.028534784408233597,D,0.3606796749200727
1388376,78,Bundesliga,2025,2025-10-25 13:30:00+00:00,soccer_germany_bundesliga,Hamburger SV,VfL Wolfsburg,hamburger sv,vfl wolfsburg,NS,Not Started,5.0,-6.0,2.0,-4.0,0.3338699161236376,0.27058138806723375,0.3955486958091288,2.95,3.64,2.49,apifootball,0.26626420543580925,0.3502173940660925,0.38351840049809827,-0.21452059396436263,0.0,0.2747913144005767,0.02602190477278187,-0.045039182759735286,0.0,0.02602190477278187,D,0.2747913144005767
1388377,78,Bundesliga,2025,2025-10-25 13:30:00+00:00,soccer_germany_bundesliga,1899 Hoffenheim,1. FC Heidenheim,1899 hoffenheim,1 heidenheim,NS,Not Started,7.0,-2.0,3.0,-5.0,0.5440229062276306,0.24753042233357192,0.20844667143879742,1.82,4.0,4.75,apifootball,0.44897977495762964,0.3258036991192395,0.22521652592313088,-0.18285680957711403,0.0,0.30321479647695804,0.02526789970641317,0.06977849813487169,0.004651899875658113,0.02526789970641317,D,0.30321479647695804
1388379,78,Bundesliga,2025,2025-10-24 18:30:00+00:00,soccer_germany_bundesliga,Werder Bremen,Union Berlin,werder bremen,union berlin,NS,Not Started,4.0,-6.0,4.0,-6.0,0.45333820830861354,0.25340443438789173,0.2932573573034948,2.18,3.9,3.37,apifootball,0.3645711644337883,0.3453645773435788,0.29006425822263293,-0.20523486153434145,0.0,0.34692185163995726,0.029907056175858385,-0.02248344978972694,0.0,0.029907056175858385,D,0.34692185163995726
1390899,140,La Liga,2025,2025-10-20 19:00:00+00:00,soccer_spain_la_liga,Alaves,Valencia,alaves,valencia,NS,Not Started,5.0,-1.0,4.0,-6.0,0.4434782608695652,0.20869565217391303,0.3478260869565218,4.0,8.5,5.1,apifootball,0.3350505128991619,0.3648784997539855,0.3000709873468526,0.3402020515966475,0.028350170966387294,2.101467247908877,0.07004890826362924,0.5303620354689482,0.03233914850420416,0.07004890826362924,D,2.101467247908877
1390900,140,La Liga,2025,2025-10-18 19:00:00+00:00,soccer_spain_la_liga,Atletico Madrid,Osasuna,atletico madrid,osasuna,NS,Not Started,11.0,6.0,4.0,-2.0,0.6490830414176798,0.16196167319184013,0.18895528539048015,2.62,10.5,9.0,apifootball,0.5059619797907712,0.32660510180919666,0.16743291840003213,0.3256203870518206,0.05025005973021921,2.429353568996565,0.06393035707885698,0.5068962656002891,0.015840508300009038,0.06393035707885698,D,2.429353568996565
1390901,140,La Liga,2025,2025-10-18 14:15:00+00:00,soccer_spain_la_liga,Barcelona,Girona,barcelona,girona,NS,Not Started,12.0,9.0,2.0,-11.0,0.7700166693552724,0.12512770877023174,0.10485562187449587,1.95,12.0,14.32,apifootball,0.597958472567401,0.29031080558283345,0.11173072184976553,0.16601902150643189,0.04368921618590313,2.4837296669940017,0.056448401522590945,0.5999839368886424,0.01126095977643848,0.056448401522590945,D,2.4837296669940017
1390902,140,La Liga,2025,2025-10-19 14:15:00+00:00,soccer_spain_la_liga,Celta Vigo,Real Sociedad,celta vigo,real sociedad,NS,Not Started,4.0,-1.0,3.0,-4.0,0.45454545454545453,0.21818181818181817,0.32727272727272727,3.6,7.5,5.0,apifootball,0.3494082463528186,0.3592966323037597,0.29129512134342184,0.2578696868701469,0.024795162199052586,1.6947247422781975,0.06518172085685375,0.4564756067171092,0.028529725419819324,0.06518172085685375,D,1.6947247422781975
1390903,140,La Liga,2025,2025-10-19 12:00:00+00:00,soccer_spain_la_liga,Elche,Athletic Club,elche,athletic,NS,Not Started,8.0,0.0,4.0,-3.0,0.3205128205128205,0.22649572649572647,0.45299145299145294,5.3,7.5,3.75,apifootball,0.23948285685726717,0.36549955145096497,0.3950175916917679,0.2692591413435159,0.01565460124090209,1.7412466358822374,0.06697102445700912,0.48131596884412975,0.04375599716764816,0.06697102445700912,D,1.7412466358822374
1390904,140,La Liga,2025,2025-10-19 19:00:00+00:00,soccer_spain_la_liga,Getafe,Real Madrid,getafe,real madrid,NS,Not Started,5.0,-2.0,12.0,4.0,0.1820187985288108,0.19272578667756438,0.6252554147936249,9.0,8.5,2.62,apifootball,0.14079291183903206,0.358253754932118,0.5009533332288499,0.26713620655128856,0.008348006454727767,2.045156916923003,0.06817189723076676,0.31249773305958684,0.04822495880549181,0.06817189723076676,D,2.045156916923003
1390905,140,La Liga,2025,2025-10-19 16:30:00+00:00,soccer_spain_la_liga,Levante,Rayo Vallecano,levante,rayo vallecano,NS,Not Started,8.0,3.0,4.0,-3.0,0.38225578102878716,0.21661160924964606,0.4011326097215668,4.25,7.5,4.05,apifootball,0.28515622681190916,0.3682126418193033,0.3466311313687874,0.21191396395061401,0.01630107415004723,1.7615948136447748,0.06775364667864518,0.403856082043589,0.03310295754455647,0.06775364667864518,D,1.7615948136447748
1390906,140,La Liga,2025,2025-10-17 19:00:00+00:00,soccer_spain_la_liga,Oviedo,Espanyol,oviedo,espanyol,NS,Not Started,6.0,-3.0,8.0,0.0,0.36697247706422015,0.2110091743119266,0.4220183486238532,4.6,8.0,4.0,apifootball,0.270313920206661,0.3709933659879444,0.35869271380539447,0.24344403295064043,0.01690583562157226,1.9679469279035553,0.0702838188536984,0.4347708552215779,0.03623090460179817,0.0702838188536984,D,1.9679469279035553
1390907,140,La Liga,2025,2025-10-18 12:00:00+00:00,soccer_spain_la_liga,Sevilla,Mallorca,sevilla,mallorca,NS,Not Started,10.0,3.0,4.0,-2.0,0.5302510886685814,0.17766144723431854,0.2920874640970999,3.25,9.7,5.9,apifootball,0.40061628286756834,0.35964111569890955,0.23974260143352216,0.3020029193195972,0.03355587992439968,2.4885188222794223,0.07150916155975352,0.41448134845778095,0.021147007574376576,0.07150916155975352,D,2.4885188222794223
1390908,140,La Liga,2025,2025-10-18 16:30:00+00:00,soccer_spain_la_liga,Villarreal,Real Betis,villarreal,real betis,NS,Not Started,9.0,-1.0,10.0,4.0,0.4932301740812379,0.19729206963249518,0.309477756286267,3.2,8.0,5.1,apifootball,0.37541064262730406,0.360316163274241,0.26427319409845496,0.201314056407373,0.022876597319019667,1.8825293061939279,0.067233189506926,0.3477932899021201,0.021206907920860992,0.067233189506926,D,1.8825293061939279
