sport_key,league_name,season,fixture_id,date,home,away,home_id,away_id,status,goals_home,goals_away,result,source_file,entry_h,entry_d,entry_a,close_h,close_d,close_a,home_form5,away_form5,rank_home,points_home,goalsDiff_home,form_home,rank_away,points_away,goalsDiff_away,form_away,played_home,wins_home,draws_home,losses_home,gf_avg_home,ga_avg_home,clean_sheet_home,fts_home,played_away,wins_away,draws_away,losses_away,gf_avg_away,ga_avg_away,clean_sheet_away,fts_away,injuries30_home,injuries30_away,rank_diff,points_diff,goalsDiff_diff,form5_diff,gf_ga_cross,ga_gf_cross,injuries30_diff,p_entry_h,p_entry_d,p_entry_a,p_close_h,p_close_d,p_close_a,odds_h,odds_d,odds_a,odds_source,p_hat_h,p_hat_d,p_hat_a,home_norm,away_norm,EV_H,kelly_H,EV_D,kelly_D,EV_A,kelly_A,kelly_best,best_side,best_EV
soccer_spain_la_liga,La Liga,2025,1390907,2025-10-18 12:00:00+00:00,Sevilla,Mallorca,536,798,NS,,,,soccer_spain_la_liga_2025.csv,,,,,,,,,6.0,13.0,4.0,WWLWD,10.0,48.0,-9.0,DLLWL,38,10,11,17,1.1,1.4,10,9,8,1,2,5,0.9,1.6,1,2,11.0,15.0,-4.0,-35.0,13.0,,-0.5,-0.4999999999999999,-4.0,,,,,,,3.25,9.7,5.9,apifootball,0.03544931641195056,0.1659198135697186,0.7986308700183309,sevilla,mallorca,-0.8847897216611607,0.0,0.6094221916262703,0.017512131943283632,3.7119221331081524,0.18938378230143635,0.18938378230143635,A,3.7119221331081524
soccer_spain_la_liga,La Liga,2025,1390907,2025-10-18 12:00:00+00:00,Sevilla,Mallorca,536,798,NS,,,,soccer_spain_la_liga_2025.csv,,,,,,,,,6.0,13.0,4.0,WWLWD,10.0,48.0,-9.0,DLLWL,8,4,1,3,1.9,1.4,2,0,38,13,9,16,0.9,1.2,9,14,11.0,15.0,-4.0,-35.0,13.0,,0.7,-0.4999999999999999,-4.0,,,,,,,3.25,9.7,5.9,apifootball,0.03544931641195056,0.1659198135697186,0.7986308700183309,sevilla,mallorca,-0.8847897216611607,0.0,0.6094221916262703,0.017512131943283632,3.7119221331081524,0.18938378230143635,0.18938378230143635,A,3.7119221331081524
soccer_spain_la_liga,La Liga,2025,1390907,2025-10-18 12:00:00+00:00,Sevilla,Mallorca,536,798,NS,,,,soccer_spain_la_liga_2025.csv,,,,,,,,,6.0,13.0,4.0,WWLWD,10.0,48.0,-9.0,DLLWL,8,4,1,3,1.9,1.4,2,0,8,1,2,5,0.9,1.6,1,2,11.0,15.0,-4.0,-35.0,13.0,,0.2999999999999998,-0.4999999999999999,-4.0,,,,,,,3.25,9.7,5.9,apifootball,0.03544931641195056,0.1659198135697186,0.7986308700183309,sevilla,mallorca,-0.8847897216611607,0.0,0.6094221916262703,0.017512131943283632,3.7119221331081524,0.18938378230143635,0.18938378230143635,A,3.7119221331081524
soccer_spain_la_liga,La Liga,2025,1390907,2025-10-18 12:00:00+00:00,Sevilla,Mallorca,536,798,NS,,,,soccer_spain_la_liga_2025.csv,,,,,,,,,6.0,13.0,4.0,WWLWD,20.0,5.0,-6.0,LWLDL,38,10,11,17,1.1,1.4,10,9,38,13,9,16,0.9,1.2,9,14,11.0,15.0,-14.0,8.0,10.0,,-0.09999999999999987,-0.4999999999999999,-4.0,,,,,,,3.25,9.7,5.9,apifootball,0.03544931641195056,0.1659198135697186,0.7986308700183309,sevilla,mallorca,-0.8847897216611607,0.0,0.6094221916262703,0.017512131943283632,3.7119221331081524,0.18938378230143635,0.18938378230143635,A,3.7119221331081524
soccer_spain_la_liga,La Liga,2025,1390907,2025-10-18 12:00:00+00:00,Sevilla,Mallorca,536,798,NS,,,,soccer_spain_la_liga_2025.csv,,,,,,,,,6.0,13.0,4.0,WWLWD,20.0,5.0,-6.0,LWLDL,38,10,11,17,1.1,1.4,10,9,8,1,2,5,0.9,1.6,1,2,11.0,15.0,-14.0,8.0,10.0,,-0.5,-0.4999999999999999,-4.0,,,,,,,3.25,9.7,5.9,apifootball,0.03544931641195056,0.1659198135697186,0.7986308700183309,sevilla,mallorca,-0.8847897216611607,0.0,0.6094221916262703,0.017512131943283632,3.7119221331081524,0.18938378230143635,0.18938378230143635,A,3.7119221331081524
soccer_spain_la_liga,La Liga,2025,1390907,2025-10-18 12:00:00+00:00,Sevilla,Mallorca,536,798,NS,,,,soccer_spain_la_liga_2025.csv,,,,,,,,,6.0,13.0,4.0,WWLWD,20.0,5.0,-6.0,LWLDL,8,4,1,3,1.9,1.4,2,0,38,13,9,16,0.9,1.2,9,14,11.0,15.0,-14.0,8.0,10.0,,0.7,-0.4999999999999999,-4.0,,,,,,,3.25,9.7,5.9,apifootball,0.03544931641195056,0.1659198135697186,0.7986308700183309,sevilla,mallorca,-0.8847897216611607,0.0,0.6094221916262703,0.017512131943283632,3.7119221331081524,0.18938378230143635,0.18938378230143635,A,3.7119221331081524
soccer_spain_la_liga,La Liga,2025,1390907,2025-10-18 12:00:00+00:00,Sevilla,Mallorca,536,798,NS,,,,soccer_spain_la_liga_2025.csv,,,,,,,,,6.0,13.0,4.0,WWLWD,20.0,5.0,-6.0,LWLDL,8,4,1,3,1.9,1.4,2,0,8,1,2,5,0.9,1.6,1,2,11.0,15.0,-14.0,8.0,10.0,,0.2999999999999998,-0.4999999999999999,-4.0,,,,,,,3.25,9.7,5.9,apifootball,0.03544931641195056,0.1659198135697186,0.7986308700183309,sevilla,mallorca,-0.8847897216611607,0.0,0.6094221916262703,0.017512131943283632,3.7119221331081524,0.18938378230143635,0.18938378230143635,A,3.7119221331081524
soccer_spain_la_liga,La Liga,2025,1390901,2025-10-18 14:15:00+00:00,Barcelona,Girona,529,547,NS,,,,soccer_spain_la_liga_2025.csv,,,,,,,,,1.0,88.0,63.0,WLWWW,16.0,41.0,-16.0,LLWLW,38,28,4,6,2.7,1.0,13,2,38,11,8,19,1.2,1.6,8,11,21.0,33.0,-15.0,47.0,79.0,,1.1,0.19999999999999996,-12.0,,,,,,,1.95,12.0,14.32,apifootball,0.03544931641195056,0.1659198135697186,0.7986308700183309,barcelona,girona,-0.9308738329966965,0.0,0.9910377628366231,0.022523585519014167,10.436394058662499,0.19587826686678864,0.19587826686678864,A,10.436394058662499
soccer_spain_la_liga,La Liga,2025,1390901,2025-10-18 14:15:00+00:00,Barcelona,Girona,529,547,NS,,,,soccer_spain_la_liga_2025.csv,,,,,,,,,1.0,88.0,63.0,WLWWW,16.0,41.0,-16.0,LLWLW,38,28,4,6,2.7,1.0,13,2,8,1,3,4,0.6,2.1,1,4,21.0,33.0,-15.0,47.0,79.0,,0.6000000000000001,-0.4,-12.0,,,,,,,1.95,12.0,14.32,apifootball,0.03544931641195056,0.1659198135697186,0.7986308700183309,barcelona,girona,-0.9308738329966965,0.0,0.9910377628366231,0.022523585519014167,10.436394058662499,0.19587826686678864,0.19587826686678864,A,10.436394058662499
soccer_spain_la_liga,La Liga,2025,1390901,2025-10-18 14:15:00+00:00,Barcelona,Girona,529,547,NS,,,,soccer_spain_la_liga_2025.csv,,,,,,,,,1.0,88.0,63.0,WLWWW,16.0,41.0,-16.0,LLWLW,8,6,1,1,2.8,1.1,3,0,38,11,8,19,1.2,1.6,8,11,21.0,33.0,-15.0,47.0,79.0,,1.1999999999999997,0.09999999999999987,-12.0,,,,,,,1.95,12.0,14.32,apifootball,0.03544931641195056,0.1659198135697186,0.7986308700183309,barcelona,girona,-0.9308738329966965,0.0,0.9910377628366231,0.022523585519014167,10.436394058662499,0.19587826686678864,0.19587826686678864,A,10.436394058662499
soccer_spain_la_liga,La Liga,2025,1390901,2025-10-18 14:15:00+00:00,Barcelona,Girona,529,547,NS,,,,soccer_spain_la_liga_2025.csv,,,,,,,,,1.0,88.0,63.0,WLWWW,16.0,41.0,-16.0,LLWLW,8,6,1,1,2.8,1.1,3,0,8,1,3,4,0.6,2.1,1,4,21.0,33.0,-15.0,47.0,79.0,,0.6999999999999997,-0.5000000000000001,-12.0,,,,,,,1.95,12.0,14.32,apifootball,0.03544931641195056,0.1659198135697186,0.7986308700183309,barcelona,girona,-0.9308738329966965,0.0,0.9910377628366231,0.022523585519014167,10.436394058662499,0.19587826686678864,0.19587826686678864,A,10.436394058662499
soccer_spain_la_liga,La Liga,2025,1390901,2025-10-18 14:15:00+00:00,Barcelona,Girona,529,547,NS,,,,soccer_spain_la_liga_2025.csv,,,,,,,,,1.0,88.0,63.0,WLWWW,18.0,6.0,-12.0,WDDLD,38,28,4,6,2.7,1.0,13,2,38,11,8,19,1.2,1.6,8,11,21.0,33.0,-17.0,82.0,75.0,,1.1,0.19999999999999996,-12.0,,,,,,,1.95,12.0,14.32,apifootball,0.03544931641195056,0.1659198135697186,0.7986308700183309,barcelona,girona,-0.9308738329966965,0.0,0.9910377628366231,0.022523585519014167,10.436394058662499,0.19587826686678864,0.19587826686678864,A,10.436394058662499
soccer_spain_la_liga,La Liga,2025,1390901,2025-10-18 14:15:00+00:00,Barcelona,Girona,529,547,NS,,,,soccer_spain_la_liga_2025.csv,,,,,,,,,1.0,88.0,63.0,WLWWW,18.0,6.0,-12.0,WDDLD,38,28,4,6,2.7,1.0,13,2,8,1,3,4,0.6,2.1,1,4,21.0,33.0,-17.0,82.0,75.0,,0.6000000000000001,-0.4,-12.0,,,,,,,1.95,12.0,14.32,apifootball,0.03544931641195056,0.1659198135697186,0.7986308700183309,barcelona,girona,-0.9308738329966965,0.0,0.9910377628366231,0.022523585519014167,10.436394058662499,0.19587826686678864,0.19587826686678864,A,10.436394058662499
soccer_spain_la_liga,La Liga,2025,1390901,2025-10-18 14:15:00+00:00,Barcelona,Girona,529,547,NS,,,,soccer_spain_la_liga_2025.csv,,,,,,,,,1.0,88.0,63.0,WLWWW,18.0,6.0,-12.0,WDDLD,8,6,1,1,2.8,1.1,3,0,38,11,8,19,1.2,1.6,8,11,21.0,33.0,-17.0,82.0,75.0,,1.1999999999999997,0.09999999999999987,-12.0,,,,,,,1.95,12.0,14.32,apifootball,0.03544931641195056,0.1659198135697186,0.7986308700183309,barcelona,girona,-0.9308738329966965,0.0,0.9910377628366231,0.022523585519014167,10.436394058662499,0.19587826686678864,0.19587826686678864,A,10.436394058662499
soccer_spain_la_liga,La Liga,2025,1390901,2025-10-18 14:15:00+00:00,Barcelona,Girona,529,547,NS,,,,soccer_spain_la_liga_2025.csv,,,,,,,,,1.0,88.0,63.0,WLWWW,18.0,6.0,-12.0,WDDLD,8,6,1,1,2.8,1.1,3,0,8,1,3,4,0.6,2.1,1,4,21.0,33.0,-17.0,82.0,75.0,,0.6999999999999997,-0.5000000000000001,-12.0,,,,,,,1.95,12.0,14.32,apifootball,0.03544931641195056,0.1659198135697186,0.7986308700183309,barcelona,girona,-0.9308738329966965,0.0,0.9910377628366231,0.022523585519014167,10.436394058662499,0.19587826686678864,0.19587826686678864,A,10.436394058662499
soccer_spain_la_liga,La Liga,2025,1390901,2025-10-18 14:15:00+00:00,Barcelona,Girona,529,547,NS,,,,soccer_spain_la_liga_2025.csv,,,,,,,,,2.0,19.0,13.0,LWWWW,16.0,41.0,-16.0,LLWLW,38,28,4,6,2.7,1.0,13,2,38,11,8,19,1.2,1.6,8,11,21.0,33.0,-14.0,-22.0,29.0,,1.1,0.19999999999999996,-12.0,,,,,,,1.95,12.0,14.32,apifootball,0.03544931641195056,0.1659198135697186,0.7986308700183309,barcelona,girona,-0.9308738329966965,0.0,0.9910377628366231,0.022523585519014167,10.436394058662499,0.19587826686678864,0.19587826686678864,A,10.436394058662499
soccer_spain_la_liga,La Liga,2025,1390901,2025-10-18 14:15:00+00:00,Barcelona,Girona,529,547,NS,,,,soccer_spain_la_liga_2025.csv,,,,,,,,,2.0,19.0,13.0,LWWWW,16.0,41.0,-16.0,LLWLW,38,28,4,6,2.7,1.0,13,2,8,1,3,4,0.6,2.1,1,4,21.0,33.0,-14.0,-22.0,29.0,,0.6000000000000001,-0.4,-12.0,,,,,,,1.95,12.0,14.32,apifootball,0.03544931641195056,0.1659198135697186,0.7986308700183309,barcelona,girona,-0.9308738329966965,0.0,0.9910377628366231,0.022523585519014167,10.436394058662499,0.19587826686678864,0.19587826686678864,A,10.436394058662499
soccer_spain_la_liga,La Liga,2025,1390901,2025-10-18 14:15:00+00:00,Barcelona,Girona,529,547,NS,,,,soccer_spain_la_liga_2025.csv,,,,,,,,,2.0,19.0,13.0,LWWWW,16.0,41.0,-16.0,LLWLW,8,6,1,1,2.8,1.1,3,0,38,11,8,19,1.2,1.6,8,11,21.0,33.0,-14.0,-22.0,29.0,,1.1999999999999997,0.09999999999999987,-12.0,,,,,,,1.95,12.0,14.32,apifootball,0.03544931641195056,0.1659198135697186,0.7986308700183309,barcelona,girona,-0.9308738329966965,0.0,0.9910377628366231,0.022523585519014167,10.436394058662499,0.19587826686678864,0.19587826686678864,A,10.436394058662499
soccer_spain_la_liga,La Liga,2025,1390901,2025-10-18 14:15:00+00:00,Barcelona,Girona,529,547,NS,,,,soccer_spain_la_liga_2025.csv,,,,,,,,,2.0,19.0,13.0,LWWWW,16.0,41.0,-16.0,LLWLW,8,6,1,1,2.8,1.1,3,0,8,1,3,4,0.6,2.1,1,4,21.0,33.0,-14.0,-22.0,29.0,,0.6999999999999997,-0.5000000000000001,-12.0,,,,,,,1.95,12.0,14.32,apifootball,0.03544931641195056,0.1659198135697186,0.7986308700183309,barcelona,girona,-0.9308738329966965,0.0,0.9910377628366231,0.022523585519014167,10.436394058662499,0.19587826686678864,0.19587826686678864,A,10.436394058662499
soccer_spain_la_liga,La Liga,2025,1390901,2025-10-18 14:15:00+00:00,Barcelona,Girona,529,547,NS,,,,soccer_spain_la_liga_2025.csv,,,,,,,,,2.0,19.0,13.0,LWWWW,18.0,6.0,-12.0,WDDLD,38,28,4,6,2.7,1.0,13,2,38,11,8,19,1.2,1.6,8,11,21.0,33.0,-16.0,13.0,25.0,,1.1,0.19999999999999996,-12.0,,,,,,,1.95,12.0,14.32,apifootball,0.03544931641195056,0.1659198135697186,0.7986308700183309,barcelona,girona,-0.9308738329966965,0.0,0.9910377628366231,0.022523585519014167,10.436394058662499,0.19587826686678864,0.19587826686678864,A,10.436394058662499
soccer_spain_la_liga,La Liga,2025,1390901,2025-10-18 14:15:00+00:00,Barcelona,Girona,529,547,NS,,,,soccer_spain_la_liga_2025.csv,,,,,,,,,2.0,19.0,13.0,LWWWW,18.0,6.0,-12.0,WDDLD,38,28,4,6,2.7,1.0,13,2,8,1,3,4,0.6,2.1,1,4,21.0,33.0,-16.0,13.0,25.0,,0.6000000000000001,-0.4,-12.0,,,,,,,1.95,12.0,14.32,apifootball,0.03544931641195056,0.1659198135697186,0.7986308700183309,barcelona,girona,-0.9308738329966965,0.0,0.9910377628366231,0.022523585519014167,10.436394058662499,0.19587826686678864,0.19587826686678864,A,10.436394058662499
soccer_spain_la_liga,La Liga,2025,1390901,2025-10-18 14:15:00+00:00,Barcelona,Girona,529,547,NS,,,,soccer_spain_la_liga_2025.csv,,,,,,,,,2.0,19.0,13.0,LWWWW,18.0,6.0,-12.0,WDDLD,8,6,1,1,2.8,1.1,3,0,38,11,8,19,1.2,1.6,8,11,21.0,33.0,-16.0,13.0,25.0,,1.1999999999999997,0.09999999999999987,-12.0,,,,,,,1.95,12.0,14.32,apifootball,0.03544931641195056,0.1659198135697186,0.7986308700183309,barcelona,girona,-0.9308738329966965,0.0,0.9910377628366231,0.022523585519014167,10.436394058662499,0.19587826686678864,0.19587826686678864,A,10.436394058662499
soccer_spain_la_liga,La Liga,2025,1390901,2025-10-18 14:15:00+00:00,Barcelona,Girona,529,547,NS,,,,soccer_spain_la_liga_2025.csv,,,,,,,,,2.0,19.0,13.0,LWWWW,18.0,6.0,-12.0,WDDLD,8,6,1,1,2.8,1.1,3,0,8,1,3,4,0.6,2.1,1,4,21.0,33.0,-16.0,13.0,25.0,,0.6999999999999997,-0.5000000000000001,-12.0,,,,,,,1.95,12.0,14.32,apifootball,0.03544931641195056,0.1659198135697186,0.7986308700183309,barcelona,girona,-0.9308738329966965,0.0,0.9910377628366231,0.022523585519014167,10.436394058662499,0.19587826686678864,0.19587826686678864,A,10.436394058662499
soccer_spain_la_liga,La Liga,2025,1390908,2025-10-18 16:30:00+00:00,Villarreal,Real Betis,533,543,NS,,,,soccer_spain_la_liga_2025.csv,,,,,,,,,5.0,70.0,20.0,WWWWW,6.0,60.0,7.0,DLDDW,38,20,10,8,1.9,1.3,7,6,38,16,12,10,1.5,1.3,7,5,26.0,15.0,-1.0,10.0,13.0,,0.5999999999999999,0.19999999999999996,11.0,,,,,,,3.2,8.0,5.1,apifootball,0.03544931641195056,0.1659198135697186,0.7986308700183309,villarreal,real betis,-0.8865621874817582,0.0,0.32735850855774884,0.011691375305633887,3.073017437093487,0.1873791120178956,0.1873791120178956,A,3.073017437093487
soccer_spain_la_liga,La Liga,2025,1390908,2025-10-18 16:30:00+00:00,Villarreal,Real Betis,533,543,NS,,,,soccer_spain_la_liga_2025.csv,,,,,,,,,5.0,70.0,20.0,WWWWW,6.0,60.0,7.0,DLDDW,38,20,10,8,1.9,1.3,7,6,8,4,3,1,1.6,1.0,2,0,26.0,15.0,-1.0,10.0,13.0,,0.8999999999999999,0.30000000000000004,11.0,,,,,,,3.2,8.0,5.1,apifootball,0.03544931641195056,0.1659198135697186,0.7986308700183309,villarreal,real betis,-0.8865621874817582,0.0,0.32735850855774884,0.011691375305633887,3.073017437093487,0.1873791120178956,0.1873791120178956,A,3.073017437093487
