date,sport_key,league_id,season,fixture_id,home,away,odds_source,recommended_market,recommended_side,recommended_book,recommended_price,model_prob,implied_prob,fair_odds,edge_pp,edge_pct,best_EV,kelly_best,stake,odds_h,odds_d,odds_a,p_hat_h,p_hat_d,p_hat_a,league_name,home_norm,away_norm,status_short,status_long,home_id,away_id,home_rank,away_rank,rank_diff,home_points,away_points,points_diff,home_goalsDiff,away_goalsDiff,goalsdiff_diff,home_form5_pts,home_form5_gd,away_form5_pts,away_form5_gd,home_wins5,home_draws5,home_losses5,home_rest_days,away_wins5,away_draws5,away_losses5,away_rest_days,p_entry_h,p_entry_d,p_entry_a,overround,home_goals_for_avg,home_goals_against_avg,home_win_rate,home_draw_rate,home_loss_rate,home_cs_rate,home_fts_rate,away_goals_for_avg,away_goals_against_avg,away_win_rate,away_draw_rate,away_loss_rate,away_cs_rate,away_fts_rate,home_injuries_30d,away_injuries_30d,league_home_win_rate,h2h_games,h2h_pts_home,h2h_gd_home,h2h_win_rate_home,src_book_h,src_book_d,src_book_a,bookmaker_count,EV_H,kelly_H,EV_D,kelly_D,EV_A,kelly_A,best_side,imp_h,imp_d,imp_a,fair_h,fair_d,fair_a,edge_pp_h,edge_pp_d,edge_pp_a,edge_price_h,edge_price_d,edge_price_a
2025-10-19 15:30:00+00:00,soccer_epl,39,2025,1379043,Liverpool,Manchester United,apifootball,1X2,Draw,Unibet,4.5,0.31913162528742206,0.2222222222222222,3.1335032969526666,9.690940306519986,0.4360923137933992,0.4360923137933992,0.031149450985242817,3.11,1.62,4.5,5.1,0.5134075577163615,0.31913162528742206,0.16746081699621645,Premier League,liverpool,manchester united,NS,Not Started,40,33,2,10,-8,15,10,5,4,-2,6,9.0,1.0,7.0,-3.0,4.0,0.0,1.0,7.104166666666667,2.0,1.0,2.0,7.104166666666667,0.5960729312762973,0.21458625525946703,0.18934081346423567,0.035584604212055115,1.9,1.3,0.7142857142857143,0.0,,0.2857142857142857,0.0,1.3,1.6,0.42857142857142855,0.14285714285714285,,0.14285714285714285,0.2857142857142857,12.0,8.0,0.4857142857142857,0.0,,,,Betano,Unibet,Unibet,3.0,-0.16827975649949434,0.0,0.4360923137933992,0.031149450985242817,-0.14594983331929612,0.0,D,0.6172839506172839,0.2222222222222222,0.19607843137254904,1.9477703141886016,3.1335032969526666,5.971546167857246,-10.387639290092244,9.690940306519986,-2.861761437633259,-0.16827975649949434,0.4360923137933992,-0.14594983331929612
2025-10-18 13:30:00+00:00,soccer_germany_bundesliga,78,2025,1388367,RB Leipzig,Hamburger SV,apifootball,1X2,Draw,Unibet,5.0,0.28249721907301983,0.2,3.539857855172444,8.249721907301982,0.41248609536509906,0.4124860953650993,0.025780380960318698,2.58,1.45,5.0,6.1,0.6297458185636655,0.28249721907301983,0.08775696236331476,Bundesliga,rb leipzig,hamburger sv,NS,Not Started,173,175,3,9,-6,13,8,5,0,-2,2,13.0,6.0,5.0,-6.0,4.0,0.0,1.0,7.0,1.0,2.0,2.0,6.916666666666667,0.654576671316665,0.18982723468183282,0.15559609400150232,0.05358959864330126,1.3,1.3,0.6666666666666666,0.16666666666666666,,0.5,0.16666666666666666,1.0,1.3,0.3333333333333333,0.3333333333333333,,0.5,0.6666666666666666,17.0,10.0,0.4074074074074074,0.0,,,,Unibet,Unibet,Betano,3.0,-0.08686856308268498,0.0,0.4124860953650993,0.025780380960318698,-0.46468252958378,0.0,D,0.6896551724137931,0.2,0.1639344262295082,1.5879422626113124,3.539857855172444,11.395107272058818,-5.990935385012763,8.249721907301982,-7.617746386619345,-0.08686856308268509,0.41248609536509906,-0.46468252958378
2025-10-18 14:00:00+00:00,soccer_epl,39,2025,1379039,Brighton,Newcastle,apifootball,1X2,Home,Betano,2.57,0.5329436667232564,0.38910505836575876,1.8763709233067472,14.383860835749768,0.36966522347876896,0.36966522347876896,0.058863889088975954,5.89,2.57,3.55,2.75,0.5329436667232564,0.24780274720297937,0.21925358607376416,Premier League,brighton,newcastle,NS,Not Started,51,34,12,11,1,9,9,0,0,1,-1,8.0,2.0,6.0,0.0,2.0,1.0,2.0,7.958333333333333,1.0,2.0,2.0,6.895833333333333,0.37615350530756925,0.27231394609590226,0.3515325485965284,0.034431562847192954,1.4,1.4,0.2857142857142857,0.42857142857142855,,0.0,0.14285714285714285,0.9,0.7,0.2857142857142857,0.42857142857142855,,0.7142857142857143,0.42857142857142855,11.0,10.0,0.4857142857142857,0.0,,,,Betano,Unibet,Unibet,3.0,0.36966522347876896,0.058863889088975954,-0.12030024742942325,0.0,-0.39705263829714854,0.0,H,0.38910505836575876,0.28169014084507044,0.36363636363636365,1.8763709233067472,4.03546777139191,4.560928821768812,14.383860835749768,-3.388739364209106,-14.438277756259948,0.36966522347876896,-0.12030024742942336,-0.39705263829714854
2025-10-18 16:30:00+00:00,soccer_spain_la_liga,140,2025,1390908,Villarreal,Real Betis,apifootball,1X2,Away,Unibet,4.1,0.3309515011846073,0.24390243902439027,3.021590766080835,8.704906216021705,0.3569011548568899,0.3569011548568899,0.028782351198136286,2.88,1.95,3.7,4.1,0.418367501223799,0.25068099759159373,0.3309515011846073,La Liga,villarreal,real betis,NS,Not Started,533,543,3,4,-1,16,15,1,6,5,1,9.0,-1.0,10.0,4.0,3.0,1.0,1.0,7.0,2.0,2.0,1.0,6.895833333333333,0.49934167215273206,0.26316655694535873,0.23749177090190915,0.02699322211517341,1.8,1.0,0.625,0.125,,0.375,0.125,1.6,1.0,0.5,0.375,,0.25,0.0,,,0.4875,0.0,,,,Betano,Unibet,Unibet,3.0,-0.18418337261359197,0.0,-0.07248030891110313,0.0,0.3569011548568899,0.028782351198136286,A,0.5128205128205129,0.27027027027027023,0.24390243902439027,2.3902430209679837,3.9891336383988194,3.021590766080835,-9.445301159671388,-1.9589272678676495,8.704906216021705,-0.18418337261359197,-0.07248030891110313,0.3569011548568899
2025-10-18 14:00:00+00:00,soccer_epl,39,2025,1379046,Sunderland,Wolves,apifootball,1X2,Home,Unibet,2.43,0.553642899719703,0.4115226337448559,1.8062184135410704,14.212026597484712,0.3453522463188785,0.3453522463188785,0.06037626683896477,6.04,2.43,3.15,3.15,0.553642899719703,0.25803172243624156,0.1883253778440555,Premier League,sunderland,wolves,NS,Not Started,746,39,9,20,-11,11,2,9,1,-9,10,8.0,0.0,1.0,-5.0,2.0,2.0,1.0,6.895833333333333,0.0,1.0,4.0,7.75,0.39325842696629215,0.30337078651685395,0.30337078651685395,0.046443268665490756,1.0,0.9,0.42857142857142855,0.2857142857142857,,0.42857142857142855,0.42857142857142855,0.7,2.0,0.0,0.2857142857142857,,0.0,0.42857142857142855,17.0,6.0,0.4857142857142857,0.0,,,,Unibet,Unibet,Betano,3.0,0.3453522463188785,0.06037626683896477,-0.18720007432583907,0.0,-0.4067750597912252,0.0,H,0.4115226337448559,0.31746031746031744,0.31746031746031744,1.8062184135410704,3.8754924803755295,5.309958814090679,14.212026597484712,-5.942859502407588,-12.913493961626193,0.3453522463188785,-0.18720007432583907,-0.4067750597912252
2025-10-18 14:00:00+00:00,soccer_epl,39,2025,1379040,Burnley,Leeds,apifootball,1X2,Draw,Unibet,3.35,0.3980538908819827,0.29850746268656714,2.512222648506872,9.954642819541554,0.3334805344546421,0.3334805344546421,0.035476652601557655,3.55,3.35,3.35,2.28,0.31290722056735293,0.3980538908819827,0.2890388885506644,Premier League,burnley,leeds,NS,Not Started,44,63,18,15,3,4,8,-4,-8,-4,-4,1.0,-7.0,7.0,-3.0,1.0,1.0,3.0,7.958333333333333,1.0,2.0,2.0,6.895833333333333,0.2882427307206068,0.2882427307206068,0.4235145385587864,0.03561141660120448,1.0,2.1,0.14285714285714285,0.14285714285714285,,0.14285714285714285,0.2857142857142857,1.0,1.6,0.2857142857142857,0.2857142857142857,,0.2857142857142857,0.42857142857142855,11.0,9.0,0.4857142857142857,0.0,,,,Betano,Unibet,Unibet,3.0,0.04823918890063239,0.005131828606450242,0.3334805344546421,0.035476652601557655,-0.34099133410448523,0.0,D,0.29850746268656714,0.29850746268656714,0.4385964912280702,3.1958354881898647,2.512222648506872,3.4597420610573453,1.439975788078579,9.954642819541554,-14.955760267740581,0.04823918890063239,0.3334805344546421,-0.34099133410448523
2025-10-25 14:00:00+00:00,soccer_epl,39,2025,1379057,Newcastle,Fulham,apifootball,1X2,Draw,1xBet,4.04,0.32228811281837005,0.24752475247524752,3.102813787499398,7.476336034312253,0.302043975786215,0.302043975786215,0.0248391427455769,2.48,1.72,4.04,5.32,0.4868014316774875,0.32228811281837005,0.19091045550414257,Premier League,newcastle,fulham,NS,Not Started,34,36,11,14,-3,9,8,1,1,-3,4,6.0,0.0,6.0,-3.0,1.0,2.0,2.0,6.895833333333333,2.0,1.0,2.0,5.25,0.5717386678016599,0.24341349223238987,0.1848478399659502,0.016890026124486868,0.9,0.7,0.2857142857142857,0.42857142857142855,,0.7142857142857143,0.42857142857142855,1.1,1.6,0.2857142857142857,0.2857142857142857,,0.14285714285714285,0.14285714285714285,10.0,3.0,0.4857142857142857,0.0,,,,1xBet,1xBet,1xBet,4.0,-0.1627015375147215,0.0,0.302043975786215,0.0248391427455769,0.0156436232820385,0.0009053022732661167,D,0.5813953488372093,0.24752475247524752,0.18796992481203006,2.0542256758655415,3.102813787499398,5.238057797092737,-9.459391715972181,7.476336034312253,0.2940530692112503,-0.1627015375147215,0.302043975786215,0.0156436232820385
2025-10-26 14:30:00+00:00,soccer_germany_bundesliga,78,2025,1388372,Bayer Leverkusen,SC Freiburg,apifootball,1X2,Away,Bet365,5.25,0.24614104271705314,0.19047619047619047,4.062711317711981,5.566485224086268,0.2922404742645288,0.29224047426452904,0.01719061613320759,1.72,1.71,4.3,5.25,0.5066248884279508,0.24723406885499608,0.24614104271705314,Bundesliga,bayer leverkusen,freiburg,NS,Not Started,168,160,5,8,-3,11,8,3,4,0,4,8.0,2.0,8.0,2.0,2.0,2.0,1.0,7.0,2.0,1.0,2.0,7.166666666666667,0.5802521494390254,0.23075143617226357,0.18899641438871112,0.007829651648501024,2.0,1.3,0.5,0.3333333333333333,,0.16666666666666666,0.0,1.5,1.5,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.16666666666666666,15.0,5.0,0.4074074074074074,0.0,,,,1xBet,1xBet,Bet365,4.0,-0.13367144078820403,0.0,0.06310649607648311,0.004780795157309327,0.29224047426452904,0.01719061613320759,A,0.5847953216374269,0.23255813953488372,0.19047619047619047,1.9738469681246502,4.044749999994963,4.062711317711981,-7.817043320947603,1.4675929320112358,5.566485224086268,-0.13367144078820403,0.06310649607648311,0.2922404742645288
2025-10-19 13:00:00+00:00,soccer_epl,39,2025,1379047,Tottenham,Aston Villa,apifootball,1X2,Home,Betano,2.15,0.5919439178482797,0.46511627906976744,1.6893492269250894,12.682763877851228,0.27267942337380147,0.27267942337380124,0.05927813551604378,5.93,2.15,3.65,3.45,0.5919439178482797,0.2550891819724575,0.15296690017926268,Premier League,tottenham,aston villa,NS,Not Started,47,66,3,13,-10,14,9,5,8,-1,9,8.0,3.0,3.0,-4.0,2.0,2.0,1.0,6.6875,1.0,2.0,2.0,7.0,0.45203266624786864,0.26626581710490893,0.28170151664722254,0.028943954273261463,1.9,0.7,0.5714285714285714,0.2857142857142857,,0.42857142857142855,0.14285714285714285,0.9,1.0,0.2857142857142857,0.42857142857142855,,0.2857142857142857,0.5714285714285714,21.0,10.0,0.4857142857142857,0.0,,,,Betano,Unibet,Unibet,3.0,0.27267942337380124,0.05927813551604378,-0.06892448580053012,0.0,-0.47226419438154377,0.0,H,0.46511627906976744,0.273972602739726,0.2898550724637681,1.6893492269250894,3.9201976040989934,6.537361996798621,12.682763877851228,-1.888342076726851,-13.688817228450546,0.27267942337380147,-0.06892448580053023,-0.47226419438154377
2025-10-19 13:30:00+00:00,soccer_germany_bundesliga,78,2025,1388364,SC Freiburg,Eintracht Frankfurt,apifootball,1X2,Home,Betano,2.57,0.48619204461762305,0.38910505836575876,2.0568004167704412,9.708698625186429,0.24951355466729108,0.24951355466729108,0.03973145774956867,3.97,2.57,3.8,2.65,0.48619204461762305,0.22934563785759132,0.28446231752478573,Bundesliga,freiburg,eintracht frankfurt,NS,Not Started,160,169,8,7,1,8,9,-1,0,1,-1,8.0,2.0,9.0,4.0,2.0,1.0,2.0,7.166666666666667,3.0,0.0,2.0,7.0,0.377910795038748,0.25558703769725855,0.36650216726399343,0.029621443668638614,1.5,1.5,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.16666666666666666,2.8,2.7,0.5,0.0,,0.0,0.16666666666666666,5.0,4.0,0.4074074074074074,0.0,,,,Betano,Unibet,Betano,3.0,0.24951355466729108,0.03973145774956867,-0.128486576141153,0.0,-0.24617485855931787,0.0,H,0.38910505836575876,0.2631578947368421,0.37735849056603776,2.0568004167704412,4.360231174838977,3.5154041094137827,9.708698625186429,-3.3812256879250766,-9.289617304125203,0.24951355466729108,-0.128486576141153,-0.24617485855931787
2025-10-25 14:00:00+00:00,soccer_epl,39,2025,1379053,Chelsea,Sunderland,apifootball,1X2,Draw,Bet365,4.75,0.26221663593077,0.21052631578947367,3.81364056651241,5.169032014129632,0.24552902067115756,0.24552902067115756,0.01636860137807717,1.64,1.58,4.75,5.9,0.5754792477420873,0.26221663593077,0.16230411632714287,Premier League,chelsea,sunderland,NS,Not Started,49,746,7,9,-2,11,11,0,4,1,3,8.0,5.0,8.0,0.0,2.0,1.0,2.0,7.104166666666667,2.0,2.0,1.0,6.895833333333333,0.624832783376438,0.2078391153125836,0.1673281013109783,0.012929233618265812,1.9,1.3,0.42857142857142855,0.2857142857142857,,0.2857142857142857,0.14285714285714285,1.0,0.9,0.42857142857142855,0.2857142857142857,,0.42857142857142855,0.42857142857142855,23.0,17.0,0.4857142857142857,0.0,,,,1xBet,Bet365,10Bet,4.0,-0.09074278856750206,0.0,0.24552902067115756,0.01636860137807717,-0.042405713669857015,0.0,D,0.6329113924050632,0.21052631578947367,0.1694915254237288,1.7376821213337137,3.81364056651241,6.161273186592405,-5.743214466297597,5.169032014129632,-0.7187409096585939,-0.09074278856750206,0.24552902067115756,-0.042405713669857015
