fixture_id,league_id,season,date,home,away,goals_h,goals_a,raw_stats,raw_closing
1390906,140,2025,2025-10-17T19:00:00+00:00,Oviedo,Espanyol,0,2,"[{""team"": {""id"": 718, ""name"": ""Oviedo"", ""logo"": ""https://media.api-sports.io/football/teams/718.png""}, ""statistics"": [{""type"": ""Shots on Goal"", ""value"": 4}, {""type"": ""Shots off Goal"", ""value"": 5}, {""type"": ""Total Shots"", ""value"": 13}, {""type"": ""Blocked Shots"", ""value"": 4}, {""type"": ""Shots insidebox"", ""value"": 7}, {""type"": ""Shots outsidebox"", ""value"": 6}, {""type"": ""Fouls"", ""value"": 9}, {""type"": ""Corner Kicks"", ""value"": 3}, {""type"": ""Offsides"", ""value"": 0}, {""type"": ""Ball Possession"", ""value"": ""61%""}, {""type"": ""Yellow Cards"", ""value"": 2}, {""type"": ""Red Cards"", ""value"": null}, {""type"": ""Goalkeeper Saves"", ""value"": 8}, {""type"": ""Total passes"", ""value"": 522}, {""type"": ""Passes accurate"", ""value"": 466}, {""type"": ""Passes %"", ""value"": ""89%""}, {""type"": ""expected_goals"", ""value"": ""0.72""}, {""type"": ""goals_prevented"", ""value"": 0}]}, {""team"": {""id"": 540, ""name"": ""Espanyol"", ""logo"": ""https://media.api-sports.io/football/teams/540.png""}, ""statistics"": [{""type"": ""Shots on Goal"", ""value"": 10}, {""type"": ""Shots off Goal"", ""value"": 5}, {""type"": ""Total Shots"", ""value"": 19}, {""type"": ""Blocked Shots"", ""value"": 4}, {""type"": ""Shots insidebox"", ""value"": 15}, {""type"": ""Shots outsidebox"", ""value"": 4}, {""type"": ""Fouls"", ""value"": 8}, {""type"": ""Corner Kicks"", ""value"": 5}, {""type"": ""Offsides"", ""value"": 2}, {""type"": ""Ball Possession"", ""value"": ""39%""}, {""type"": ""Yellow Cards"", ""value"": 1}, {""type"": ""Red Cards"", ""value"": null}, {""type"": ""Goalkeeper Saves"", ""value"": 4}, {""type"": ""Total passes"", ""value"": 323}, {""type"": ""Passes accurate"", ""value"": 264}, {""type"": ""Passes %"", ""value"": ""82%""}, {""type"": ""expected_goals"", ""value"": ""3.45""}, {""type"": ""goals_prevented"", ""value"": 0}]}]","{""closing_odds_h"": 3.12, ""closing_odds_d"": 9.8, ""closing_odds_a"": 2.68, ""closing_bk_count"": 6}"
1388369,78,2025,2025-10-17T18:30:00+00:00,Union Berlin,Borussia Mönchengladbach,3,1,"[{""team"": {""id"": 182, ""name"": ""Union Berlin"", ""logo"": ""https://media.api-sports.io/football/teams/182.png""}, ""statistics"": [{""type"": ""Shots on Goal"", ""value"": 5}, {""type"": ""Shots off Goal"", ""value"": 7}, {""type"": ""Total Shots"", ""value"": 15}, {""type"": ""Blocked Shots"", ""value"": 3}, {""type"": ""Shots insidebox"", ""value"": 10}, {""type"": ""Shots outsidebox"", ""value"": 5}, {""type"": ""Fouls"", ""value"": 15}, {""type"": ""Corner Kicks"", ""value"": 6}, {""type"": ""Offsides"", ""value"": 1}, {""type"": ""Ball Possession"", ""value"": ""37%""}, {""type"": ""Yellow Cards"", ""value"": 5}, {""type"": ""Red Cards"", ""value"": null}, {""type"": ""Goalkeeper Saves"", ""value"": 1}, {""type"": ""Total passes"", ""value"": 279}, {""type"": ""Passes accurate"", ""value"": 193}, {""type"": ""Passes %"", ""value"": ""69%""}, {""type"": ""expected_goals"", ""value"": ""1.14""}, {""type"": ""goals_prevented"", ""value"": 0}]}, {""team"": {""id"": 163, ""name"": ""Borussia M\u00f6nchengladbach"", ""logo"": ""https://media.api-sports.io/football/teams/163.png""}, ""statistics"": [{""type"": ""Shots on Goal"", ""value"": 2}, {""type"": ""Shots off Goal"", ""value"": 5}, {""type"": ""Total Shots"", ""value"": 9}, {""type"": ""Blocked Shots"", ""value"": 2}, {""type"": ""Shots insidebox"", ""value"": 6}, {""type"": ""Shots outsidebox"", ""value"": 3}, {""type"": ""Fouls"", ""value"": 9}, {""type"": ""Corner Kicks"", ""value"": 6}, {""type"": ""Offsides"", ""value"": 2}, {""type"": ""Ball Possession"", ""value"": ""63%""}, {""type"": ""Yellow Cards"", ""value"": 3}, {""type"": ""Red Cards"", ""value"": null}, {""type"": ""Goalkeeper Saves"", ""value"": 2}, {""type"": ""Total passes"", ""value"": 495}, {""type"": ""Passes accurate"", ""value"": 416}, {""type"": ""Passes %"", ""value"": ""84%""}, {""type"": ""expected_goals"", ""value"": ""0.65""}, {""type"": ""goals_prevented"", ""value"": 0}]}]","{""closing_odds_h"": 2.34, ""closing_odds_d"": 9.2, ""closing_odds_a"": 3.26, ""closing_bk_count"": 6}"
